"signoff_row_id","target_path","pk_column","pk_value","source_path","source_file_hash_match","source_bytes_match","source_pk_count","source_line_hash_match","current_formal_pk_count","aws_authorized_write_intersection_count","aws_matching_signoff_ids","formal_table_change_since_old_baseline","current_formal_table_sha256","result"
"MI455X-SIGN-0073","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-MXFP4-PEAK-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0074","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-MXFP8-PEAK-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0075","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FP16-MATRIX-BASE-PEAK-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0076","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FP32-MATRIX-PEAK-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0077","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-VENDOR","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0078","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-FAMILY","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0079","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-NAME","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0080","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-SKU","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0081","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-OBJECT-TYPE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0082","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-RELEASE-DATE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0083","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-STATUS","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0084","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-PROCESS","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0085","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-PACKAGE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0086","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-XCD-COUNT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0087","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-IOD-COUNT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0088","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-TRANSISTORS","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0089","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-CLOCK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0090","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-FORM-FACTOR","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0091","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-COOLING","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0092","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-HBM-STACKS","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0093","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-RAS","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0094","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-WGP-COUNT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0095","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-HBM4-CAPACITY","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0096","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-L2-CAPACITY","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0097","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-HBM4-BW","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0098","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-MXFP4-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0099","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-MXFP6-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0100","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-MXFP8-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0101","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-FP8-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0102","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-FP16-VECTOR-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0103","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-FP16-MATRIX-BASE-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0104","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-FP16-MATRIX-SPARSE-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0105","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-FP32-MATRIX-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0106","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-FP32-VECTOR-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0107","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-FP64-MATRIX-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0108","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-FP64-VECTOR-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0109","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-INT8-MATRIX-BASE-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0110","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-INT8-MATRIX-SPARSE-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0111","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-BF16-MATRIX-BASE-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0112","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-BF16-MATRIX-SPARSE-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0113","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-CPU-GPU-BW","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0114","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-SCALEUP-BW","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0115","数据/facts.csv","fact_id","FACT-M2W3-AMD-MI455X-SCALEOUT-BW","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","yes","yes","1","yes","0","0","","changed","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","no_conflict"
"MI455X-SIGN-0116","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-VENDOR","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0117","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-FAMILY","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0118","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-NAME","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0119","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-SKU","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0120","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-OBJECT-TYPE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0121","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-RELEASE-DATE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0122","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-PROCESS","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0123","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-PACKAGE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0124","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-XCD-COUNT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0125","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-TRANSISTORS","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0126","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-CLOCK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0127","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-FORM-FACTOR","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0128","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-COOLING","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0129","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-HBM-STACKS","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0130","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-RAS","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0131","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-WGP-COUNT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0132","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-HBM4-CAPACITY","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0133","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-L2-CAPACITY","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0134","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-HBM4-BW","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0135","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-MXFP4-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0136","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-MXFP6-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0137","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-MXFP8-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0138","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-FP8-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0139","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-FP16-VECTOR-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0140","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-FP16-MATRIX-BASE-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0141","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-FP32-MATRIX-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0142","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-FP32-VECTOR-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0143","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-FP64-MATRIX-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0144","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-FP64-VECTOR-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0145","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-INT8-MATRIX-BASE-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0146","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-BF16-MATRIX-BASE-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0147","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-CPU-GPU-BW","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0148","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-SCALEUP-BW","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0149","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-SCALEOUT-BW","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0150","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-ARCH-RELATION","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
"MI455X-SIGN-0151","数据/field-requirements.csv","requirement_id","REQ-M2W3-AMD-MI455X-STATUS","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","yes","yes","1","yes","0","0","","changed","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","no_conflict"
