"relative_path","bytes","sha256","read_mode","parsed_rows","parsed_columns"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/field-requirements.csv","29188","ced6829dd1ce7a2b84551cb20d2274e23762eb35906e903aad12519c119199b3","bytes_and_csv_parse","71","16"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/fields.csv","187","b8d2ada4b6a61b4c900e8cfc1d50325f48ed36e7806d1bdbc3bf75e70b1d5286","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/links.csv","806","4b589255aea59a874df6208f4f1f2163f93650720648495569d9ad8ece3c1a12","bytes_and_csv_parse","3","8"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/memory-levels.csv","781","8ec3436551ac0d88701b94458e303670dbe4dd306e902c9929a4ab60913fcf5c","bytes_and_csv_parse","6","6"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/object-relations.csv","124","8c23608c2876b501ac029b6b16d1ea670604ea2ca61ea8b4680c6e297e161bd0","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/objects.csv","96","96cb3db4b0097af6e129aae44df5224eb94bc4507ad5c0c937a3df2fbc00480e","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/precision-paths.csv","3502","aa7f0020bffb9db4dd8b9f19b4770839e25f6ea008b786b8f95f5ab3259017c0","bytes_and_csv_parse","20","6"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/requirement-evidence.csv","159","8e812273d5b511ddb41b06ef6dc87784bc43b9d11b5fc099ced79c1651618a28","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/schema-columns.csv","214","bf5bfeaa79fe3a71325a3612f5b7ca376b173ac823bb8c4914318208e587d17c","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/search-log.csv","9158","ccf3fd04881774519db36861549811c73fc9126e9e0d57bd660cbc867c5ab3c4","bytes_and_csv_parse","20","9"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/search-results.csv","11019","298a116507e7c80c0eca389770463cabe542011b1810bfc1f77f1508cb75c948","bytes_and_csv_parse","50","6"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/selection-members.csv","3740","762d714a2c2ce89df65cd6c0f3927979914c858770a0b0f5368f28a72c3f1266","bytes_and_csv_parse","8","7"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/selection-runs.csv","608","67f8ff425f08a70612a02d6bb29b1e1b5f443d5e5958443bb74f0f62b2dbaa9e","bytes_and_csv_parse","1","10"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/source-coverage.csv","560","81a24effa2a951bf47e2225bcf926128e91041468f8ebbdbe6b30f8c1580a041","bytes_and_csv_parse","1","10"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/source-endpoints.csv","6863","6d18baeecf762def635fe170cff31829fab3d4d93780bb70e61863cf1af323c4","bytes_and_csv_parse","11","15"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/source-families.csv","125","38bd8649e0cc1525c1f1340c1d9b55779f8ba67410f454123c873a8f7ccb883a","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/sources.csv","227","3ec466c9b710c4ef5d4150936ba12ad9784f4c8df8f09d6f2a405b3d7c6da04a","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/source-screening.csv","161","464b9caa110ca8c72a668963b03d0fb66b92e9329fa8bcb9246b921fcef32c15","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/source-selected-roles.csv","3378","1691b9268b12f21fd7905d0e203930cbabe6a6a4b7e80228f42101d044312b69","bytes_and_csv_parse","14","6"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/special-capabilities.csv","110","56ba4ff669857bc4134ce2e5b609acc858ade2b61f2158ff2146d5d149638541","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/topologies.csv","75","da3fd2c50c624d995a7433bdef8ed0730017d9a824d666de6d3cd4f1fc789361","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/vendors.csv","71","0fe663acb585dcaef8ed5bfb561bc073058541625097ba33fae6df9946d5ba4e","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/validation-report.md","4209","13987954af3737c082411edac3189a810bb0b12f3ffabfef0681ba69557e73df","bytes_and_utf8_text","",""
