"precision_path_id","path_label","field_id","applicability","closure_kind","formal_record_id","closure_status","notes"
"PPATH-R1-GA100-AMPERE-TENSOR-BINARY","Ampere Binary to INT32","FIELD-NUM-SCALING-GRANULARITY","applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-AMPERE-TENSOR-BINARY-SCALING-GRANULARITY","not_found","The selected fixed whitepaper and PTX corpus does not disclose FIELD-NUM-SCALING-GRANULARITY for Ampere Binary to INT32."
"PPATH-R1-GA100-AMPERE-TENSOR-BINARY","Ampere Binary to INT32","FIELD-NUM-SATURATION","applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-AMPERE-TENSOR-BINARY-SATURATION","not_found","The selected fixed whitepaper and PTX corpus does not disclose FIELD-NUM-SATURATION for Ampere Binary to INT32."
"PPATH-R1-GA100-AMPERE-TENSOR-BINARY","Ampere Binary to INT32","FIELD-NUM-SUBNORMAL","not_applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-AMPERE-TENSOR-BINARY-SUBNORMAL","not_applicable","Subnormal floating-point handling is not applicable to the Ampere Binary to INT32 integer/binary operand path."
"PPATH-R1-GA100-AMPERE-TENSOR-BINARY","Ampere Binary to INT32","FIELD-NUM-SPARSITY","applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-AMPERE-TENSOR-BINARY-SPARSITY","not_found","The selected fixed whitepaper and PTX corpus does not disclose FIELD-NUM-SPARSITY for Ampere Binary to INT32."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-OPERAND-A","applicable","fact","FACT-R1-GA100-FP16-A","value_available","Exact target-field fact; conditions remain on the fact."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-OPERAND-B","applicable","fact","FACT-R1-GA100-FP16-B","value_available","Exact target-field fact; conditions remain on the fact."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-PRODUCT","applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-TENSOR-FP16-DENSE-PRODUCT","not_found","The selected fixed whitepaper and PTX corpus does not disclose FIELD-NUM-PRODUCT for GA100 dense FP16 to FP32 per-SM."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-ACCUMULATION","applicable","fact","FACT-R1-GA100-FP16-ACC","value_available","Exact target-field fact; conditions remain on the fact."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-PHYSICAL-ACCUM","applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-TENSOR-FP16-DENSE-PHYSICAL-ACCUM","not_found","The selected fixed whitepaper and PTX corpus does not disclose FIELD-NUM-PHYSICAL-ACCUM for GA100 dense FP16 to FP32 per-SM."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-OUTPUT","applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-TENSOR-FP16-DENSE-OUTPUT","not_found","The selected fixed whitepaper and PTX corpus does not disclose FIELD-NUM-OUTPUT for GA100 dense FP16 to FP32 per-SM."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-ROUNDING","applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-TENSOR-FP16-DENSE-ROUNDING","not_found","The selected fixed whitepaper and PTX corpus does not disclose FIELD-NUM-ROUNDING for GA100 dense FP16 to FP32 per-SM."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-SCALING-MODE","applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-TENSOR-FP16-DENSE-SCALING-MODE","not_found","The selected fixed whitepaper and PTX corpus does not disclose FIELD-NUM-SCALING-MODE for GA100 dense FP16 to FP32 per-SM."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-SCALING-GRANULARITY","applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-TENSOR-FP16-DENSE-SCALING-GRANULARITY","not_found","The selected fixed whitepaper and PTX corpus does not disclose FIELD-NUM-SCALING-GRANULARITY for GA100 dense FP16 to FP32 per-SM."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-SATURATION","applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-TENSOR-FP16-DENSE-SATURATION","not_found","The selected fixed whitepaper and PTX corpus does not disclose FIELD-NUM-SATURATION for GA100 dense FP16 to FP32 per-SM."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-SUBNORMAL","applicable","requirement","REQ-R1-GA100-PATH-R1-GA100-TENSOR-FP16-DENSE-SUBNORMAL","not_found","The selected fixed whitepaper and PTX corpus does not disclose FIELD-NUM-SUBNORMAL for GA100 dense FP16 to FP32 per-SM."
"PPATH-R1-GA100-TENSOR-FP16-DENSE","GA100 dense FP16 to FP32 per-SM","FIELD-NUM-SPARSITY","applicable","fact","FACT-R1-GA100-FP16-DENSE-SPARSITY","value_available","Exact target-field fact; conditions remain on the fact."
