"assertion_id","fact_id","source_id","claim_role","assertion_mode","assertion_relation","raw_value_text","raw_value_number","raw_unit","source_locator","quoted_context","extraction_status","extractor","reviewer","review_date","assertion_fingerprint","review_status","notes"
"ASRT-M2W2-AWS-TRN3-NCV4-SCALAR-FP32-A10-1","FACT-M2W2-AWS-TRN3-NCV4-SCALAR-FP32","SRC-M2-GA-A10","core_spec","direct_statement","supports","","1.2","FP32 TFLOPS per NCv4 Scalar Engine","A10 v2.30.0 snapshot line 1945, Scalar Engine paragraph","deliver a total of 1.2 TFLOPS of FP32 computations","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NCV4-SCALAR-FP32|SRC-M2-GA-A10|A10 v2.30.0 snapshot line 1945, Scalar Engine paragraph","draft","A07 只给通路宽度和频率。"
"ASRT-M2W2-AWS-TRN3-NCV4-TENSOR-CLOCK-A07-1","FACT-M2W2-AWS-TRN3-NCV4-TENSOR-CLOCK","SRC-M2-GA-A07","core_spec","direct_statement","supports","","2.4","GHz","A07 v2.31.0 snapshot lines 2047-2050, Table 11 Tensor row","Tensor ... 2.4","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NCV4-TENSOR-CLOCK|SRC-M2-GA-A07|A07 v2.31.0 snapshot lines 2047-2050, Table 11 Tensor row","draft","表头明确 Frequency (GHz)。"
"ASRT-M2W2-AWS-TRN3-SBUF-CAPACITY-A07-1","FACT-M2W2-AWS-TRN3-SBUF-CAPACITY","SRC-M2-GA-A07","core_spec","direct_statement","supports","","32","MiB per NCv4 SBUF","A07 v2.31.0 snapshot line 2030, NCv4 memory paragraph","SBUF capacity is 32 MiB","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-SBUF-CAPACITY|SRC-M2-GA-A07|A07 v2.31.0 snapshot line 2030, NCv4 memory paragraph","draft","不乘以 8 解释为统一共享缓存。"
"ASRT-M2W2-AWS-TRN3-PSUM-CAPACITY-A07-1","FACT-M2W2-AWS-TRN3-PSUM-CAPACITY","SRC-M2-GA-A07","core_spec","direct_statement","supports","","2","MiB per NCv4 PSUM","A07 v2.31.0 snapshot line 2030, NCv4 memory paragraph","PSUM capacity remains the same at 2 MiB","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-PSUM-CAPACITY|SRC-M2-GA-A07|A07 v2.31.0 snapshot line 2030, NCv4 memory paragraph","draft","每 NCv4 组件范围。"
"ASRT-M2W2-AWS-TRN3-HBM-CAPACITY-GIB-A06-1","FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GIB","SRC-M2-GA-A06","conflict_evidence","direct_statement","supports","","144","GiB","A06 v2.28.1 snapshot lines 1904-1905, Device memory row","144 GiB of device memory","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GIB|SRC-M2-GA-A06|A06 v2.28.1 snapshot lines 1904-1905, Device memory row","needs_resolution","保留 GiB 原标签。"
"ASRT-M2W2-AWS-TRN3-HBM-CAPACITY-GIB-A07-2","FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GIB","SRC-M2-GA-A07","conflict_evidence","direct_statement","supports","","144","GiB","A07 v2.31.0 snapshot lines 2016-2020, device list","device memory capacity of 144 GiB","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GIB|SRC-M2-GA-A07|A07 v2.31.0 snapshot lines 2016-2020, device list","needs_resolution","latest 镜像不额外计数。"
"ASRT-M2W2-AWS-TRN3-HBM-CAPACITY-GB-A08-1","FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GB","SRC-M2-GA-A08","conflict_evidence","direct_statement","supports","","144","GB","A08 2025-12-02 snapshot line 2116, single-chip sentence","144 GB of HBM3e memory","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GB|SRC-M2-GA-A08|A08 2025-12-02 snapshot line 2116, single-chip sentence","needs_resolution","保留 GB 原标签。"
"ASRT-M2W2-AWS-TRN3-HBM-BW-49-A06-1","FACT-M2W2-AWS-TRN3-HBM-BW-49","SRC-M2-GA-A06","conflict_evidence","direct_statement","supports","","4.9","TB/sec","A06 v2.28.1 snapshot lines 1904-1905, Device memory row","4.9 TB/sec of bandwidth","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-HBM-BW-49|SRC-M2-GA-A06|A06 v2.28.1 snapshot lines 1904-1905, Device memory row","needs_resolution","方向未说明。"
"ASRT-M2W2-AWS-TRN3-HBM-BW-49-A08-2","FACT-M2W2-AWS-TRN3-HBM-BW-49","SRC-M2-GA-A08","conflict_evidence","direct_statement","supports","","4.9","TB/s","A08 2025-12-02 snapshot line 2116, single-chip sentence","4.9 TB/s of memory bandwidth","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-HBM-BW-49|SRC-M2-GA-A08|A08 2025-12-02 snapshot line 2116, single-chip sentence","needs_resolution","同样使用十进制 TB/s。"
"ASRT-M2W2-AWS-TRN3-HBM-BW-47-A07-1","FACT-M2W2-AWS-TRN3-HBM-BW-47","SRC-M2-GA-A07","conflict_evidence","direct_statement","supports","","4.7","TB/s","A07 v2.31.0 snapshot lines 2018-2020, device list","bandwidth of 4.7 TB/s","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-HBM-BW-47|SRC-M2-GA-A07|A07 v2.31.0 snapshot lines 2018-2020, device list","needs_resolution","方向未说明。"
"ASRT-M2W2-AWS-TRN3-HBM-STACKS-A07-1","FACT-M2W2-AWS-TRN3-HBM-STACKS","SRC-M2-GA-A07","core_spec","direct_statement","supports","","4","HBM stacks per device","A07 v2.31.0 snapshot lines 2016-2020, device list","4 HBM stacks","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-HBM-STACKS|SRC-M2-GA-A07|A07 v2.31.0 snapshot lines 2016-2020, device list","draft","不从容量反推接口宽度。"
"ASRT-M2W2-AWS-TRN3-DMA-COUNT-A07-1","FACT-M2W2-AWS-TRN3-DMA-COUNT","SRC-M2-GA-A07","core_spec","direct_statement","supports","","128","DMA engines per device","A07 v2.31.0 snapshot lines 2020-2021, device list","128 DMA engines","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-DMA-COUNT|SRC-M2-GA-A07|A07 v2.31.0 snapshot lines 2020-2021, device list","draft","单芯片范围。"
"ASRT-M2W2-AWS-TRN3-DMA-BW-A06-1","FACT-M2W2-AWS-TRN3-DMA-BW","SRC-M2-GA-A06","core_spec","direct_statement","supports","","4.9","TB/sec","A06 v2.28.1 snapshot lines 1907-1908, Data movement row","4.9 TB/sec of DMA bandwidth","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-DMA-BW|SRC-M2-GA-A06|A06 v2.28.1 snapshot lines 1907-1908, Data movement row","draft","不复制 inline computation 架构机制。"
"ASRT-M2W2-AWS-TRN3-CC-COUNT-16-A06-1","FACT-M2W2-AWS-TRN3-CC-COUNT-16","SRC-M2-GA-A06","conflict_evidence","direct_statement","supports","","16","CC-Cores per device","A06 v2.28.1 snapshot lines 1916-1917, Collective communication row","16 CC-Cores","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-CC-COUNT-16|SRC-M2-GA-A06|A06 v2.28.1 snapshot lines 1916-1917, Collective communication row","needs_resolution","与 A07 的 20 并列。"
"ASRT-M2W2-AWS-TRN3-CC-COUNT-20-A07-1","FACT-M2W2-AWS-TRN3-CC-COUNT-20","SRC-M2-GA-A07","conflict_evidence","direct_statement","supports","","20","CC-Cores per device","A07 v2.31.0 snapshot lines 2020-2022, device list","20 CC-Cores","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-CC-COUNT-20|SRC-M2-GA-A07|A07 v2.31.0 snapshot lines 2020-2022, device list","needs_resolution","与 A06 的 16 并列。"
"ASRT-M2W2-AWS-TRN3-NEURONLINK-COUNT-A07-1","FACT-M2W2-AWS-TRN3-NEURONLINK-COUNT","SRC-M2-GA-A07","core_spec","direct_statement","supports","","4","NeuronLink-v4 interfaces per device","A07 v2.31.0 snapshot lines 2021-2023, device list","4 NeuronLink-v4","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NEURONLINK-COUNT|SRC-M2-GA-A07|A07 v2.31.0 snapshot lines 2021-2023, device list","draft","单接口速率未公开。"
"ASRT-M2W2-AWS-TRN3-NEURONLINK-BW-A06-1","FACT-M2W2-AWS-TRN3-NEURONLINK-BW","SRC-M2-GA-A06","core_spec","direct_statement","supports","","2.56","TB/sec per device","A06 v2.28.1 snapshot lines 1910-1911, NeuronLink row","provides 2.56 TB/sec bandwidth per device","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NEURONLINK-BW|SRC-M2-GA-A06|A06 v2.28.1 snapshot lines 1910-1911, NeuronLink row","draft","traffic_basis=not_specified。"
"ASRT-M2W2-AWS-TRN3-PROCESS-A08-1","FACT-M2W2-AWS-TRN3-PROCESS","SRC-M2-GA-A08","core_spec","direct_statement","supports","first 3nm AWS AI chip","","","A08 2025-12-02 snapshot line 2113, announcement lead","our first 3nm AWS AI chip","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-PROCESS|SRC-M2-GA-A08|A08 2025-12-02 snapshot line 2113, announcement lead","draft","规范文本为 3 nm。"
"ASRT-M2W2-AWS-TRN3-HBM-TYPE-A08-1","FACT-M2W2-AWS-TRN3-HBM-TYPE","SRC-M2-GA-A08","core_spec","direct_statement","supports","HBM3e memory","","","A08 2025-12-02 snapshot line 2116, single-chip sentence","144 GB of HBM3e memory","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-HBM-TYPE|SRC-M2-GA-A08|A08 2025-12-02 snapshot line 2116, single-chip sentence","draft","仅规范化存储类型为 HBM3e。"
