来源项目,来源记录,标题或条目说明,作者或机构,资料类型,证据等级,发布日期,记录状态,URL,来源文件,备注
调研-训练推理芯片调研,128；3；6；调研v4/厂商档案/CIM-Transformer-ASIC/资料汇总.md:20,"📘 d-Matrix, 技术白皮书；Corsair Enters Full Production（SRAM-CIM on organic substrate vs HBM CoWoS、256GB LPDDR）；JetStream I/O Accelerators.",,厂商或官方资料,,,v4 当前引用,https://www.d-matrix.ai/announcements/jetstream/,调研v4/99_参考文献总库.md；调研v4/厂商档案/CIM-Transformer-ASIC/芯片架构详解.md；调研v4/厂商档案/CIM-Transformer-ASIC/资料汇总.md,
调研-训练推理芯片调研,128；2；调研v4/厂商档案/CIM-Transformer-ASIC/资料汇总.md:19,"📘 d-Matrix, 技术白皮书；Corsair Enters Full Production（SRAM-CIM on organic substrate vs HBM CoWoS、256GB LPDDR）；JetStream I/O Accelerators.",,厂商或官方资料,,,v4 当前引用,https://www.prnewswire.com/news-releases/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand-302795218.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/CIM-Transformer-ASIC/芯片架构详解.md；调研v4/厂商档案/CIM-Transformer-ASIC/资料汇总.md,
调研-训练推理芯片调研,188；调研v4/主题分析/07_软件栈与生态.md:107,"📘 vLLM Blog, vLLM TPU: Unified Backend (PyTorch + JAX)（V1 引擎 pluggable backend + torch.compile、统一 AMD/TPU/Trainium/Gaudi/XPU/CPU）；2024 wrapped.",,厂商或官方资料,,,v4 当前引用,https://blog.vllm.ai/2025/01/10/vllm-2024-wrapped-2025-vision.html,调研v4/99_参考文献总库.md；调研v4/主题分析/07_软件栈与生态.md,
调研-训练推理芯片调研,188；调研v4/主题分析/07_软件栈与生态.md:107,"📘 vLLM Blog, vLLM TPU: Unified Backend (PyTorch + JAX)（V1 引擎 pluggable backend + torch.compile、统一 AMD/TPU/Trainium/Gaudi/XPU/CPU）；2024 wrapped.",,厂商或官方资料,,,v4 当前引用,https://vllm.ai/blog/2025-10-16-vllm-tpu,调研v4/99_参考文献总库.md；调研v4/主题分析/07_软件栈与生态.md,
调研-训练推理芯片调研,11；139；调研v4/厂商档案/壁仞-Biren/资料汇总.md:29,"📘 壁仞官网, 壁砺™106M 产品页；百度百科, BIRENSUPA（suInfer；PyTorch/TF/PaddlePaddle/vLLM/SGLang/Triton/TileLang）；📊 博客园/知乎/CSDN（产品进程 BR106/110/166、BR20X 配 FP8&FP4、CUDA 兼容需手工迁移、核心重构 ~35%）.",,厂商或官方资料,,,v4 当前引用,https://baike.baidu.com/item/BIRENSUPA/67164041,调研v4/99_参考文献总库.md；调研v4/厂商档案/壁仞-Biren/芯片架构详解.md；调研v4/厂商档案/壁仞-Biren/资料汇总.md,
调研-训练推理芯片调研,12；139；调研v4/厂商档案/壁仞-Biren/资料汇总.md:70,"📘 壁仞官网, 壁砺™106M 产品页；百度百科, BIRENSUPA（suInfer；PyTorch/TF/PaddlePaddle/vLLM/SGLang/Triton/TileLang）；📊 博客园/知乎/CSDN（产品进程 BR106/110/166、BR20X 配 FP8&FP4、CUDA 兼容需手工迁移、核心重构 ~35%）.",,厂商或官方资料,,,v4 当前引用,https://blog.csdn.net/AladdinEdu/article/details/147357826,调研v4/99_参考文献总库.md；调研v4/厂商档案/壁仞-Biren/芯片架构详解.md；调研v4/厂商档案/壁仞-Biren/资料汇总.md,
调研-训练推理芯片调研,139；9；调研v4/厂商档案/壁仞-Biren/资料汇总.md:25,"📘 壁仞官网, 壁砺™106M 产品页；百度百科, BIRENSUPA（suInfer；PyTorch/TF/PaddlePaddle/vLLM/SGLang/Triton/TileLang）；📊 博客园/知乎/CSDN（产品进程 BR106/110/166、BR20X 配 FP8&FP4、CUDA 兼容需手工迁移、核心重构 ~35%）.",,厂商或官方资料,,,v4 当前引用,https://www.birentech.com/product_details/1005557637772464128.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/壁仞-Biren/芯片架构详解.md；调研v4/厂商档案/壁仞-Biren/资料汇总.md,
调研-训练推理芯片调研,139；5；调研v4/厂商档案/壁仞-Biren/资料汇总.md:66,"📘 壁仞官网, 壁砺™106M 产品页；百度百科, BIRENSUPA（suInfer；PyTorch/TF/PaddlePaddle/vLLM/SGLang/Triton/TileLang）；📊 博客园/知乎/CSDN（产品进程 BR106/110/166、BR20X 配 FP8&FP4、CUDA 兼容需手工迁移、核心重构 ~35%）.",,厂商或官方资料,,,v4 当前引用,https://www.cnblogs.com/wujianming-110117/p/19185759,调研v4/99_参考文献总库.md；调研v4/厂商档案/壁仞-Biren/芯片架构详解.md；调研v4/厂商档案/壁仞-Biren/资料汇总.md,
调研-训练推理芯片调研,139；5；调研v4/厂商档案/壁仞-Biren/资料汇总.md:66,"📘 壁仞官网, 壁砺™106M 产品页；百度百科, BIRENSUPA（suInfer；PyTorch/TF/PaddlePaddle/vLLM/SGLang/Triton/TileLang）；📊 博客园/知乎/CSDN（产品进程 BR106/110/166、BR20X 配 FP8&FP4、CUDA 兼容需手工迁移、核心重构 ~35%）.",,厂商或官方资料,,,v4 当前引用,https://zhuanlan.zhihu.com/p/1947937601144202052,调研v4/99_参考文献总库.md；调研v4/厂商档案/壁仞-Biren/芯片架构详解.md；调研v4/厂商档案/壁仞-Biren/资料汇总.md,
调研-训练推理芯片调研,1；140；调研v4/厂商档案/寒武纪/资料汇总.md:37,"📘 寒武纪, 2025/2024 年年度报告（巨潮 cninfo；营收 64.97 亿、归母净利 20.59 亿、云端 99%、产量 12.77 万卡）；新浪财经 2024 年报镜像.",,厂商或官方资料,,,v4 当前引用,http://www.cninfo.com.cn,调研v4/99_参考文献总库.md；调研v4/厂商档案/寒武纪/芯片架构详解.md；调研v4/厂商档案/寒武纪/资料汇总.md,
调研-训练推理芯片调研,140；调研v4/厂商档案/寒武纪/资料汇总.md:37,"📘 寒武纪, 2025/2024 年年度报告（巨潮 cninfo；营收 64.97 亿、归母净利 20.59 亿、云端 99%、产量 12.77 万卡）；新浪财经 2024 年报镜像.",,厂商或官方资料,,,v4 当前引用,https://file.finance.sina.com.cn/.../10904723.PDF,调研v4/99_参考文献总库.md；调研v4/厂商档案/寒武纪/资料汇总.md,
调研-训练推理芯片调研,141；5；调研v4/厂商档案/寒武纪/资料汇总.md:28,"📘 寒武纪官网, MLU370-X8 规格（INT8 256 TOPS、FP16 96 TFLOPS、LPDDR5 48GB/614.4 GB/s、MLU-Link 200 GB/s、250W）；MLU290-M5 / 玄思 1000；FCC MLU370-M8 Product Manual.",,厂商或官方资料,,,v4 当前引用,https://fcc.report/FCC-ID/2ARVF-MLU370-M8/5528126.pdf,调研v4/99_参考文献总库.md；调研v4/厂商档案/寒武纪/芯片架构详解.md；调研v4/厂商档案/寒武纪/资料汇总.md,
调研-训练推理芯片调研,141；4,"📘 寒武纪官网, MLU370-X8 规格（INT8 256 TOPS、FP16 96 TFLOPS、LPDDR5 48GB/614.4 GB/s、MLU-Link 200 GB/s、250W）；MLU290-M5 / 玄思 1000；FCC MLU370-M8 Product Manual.",,厂商或官方资料,,,v4 当前引用,https://www.cambricon.com/index.php?m=content&c=index&a=lists&catid=340,调研v4/99_参考文献总库.md；调研v4/厂商档案/寒武纪/芯片架构详解.md,
调研-训练推理芯片调研,141；4；5；调研v4/厂商档案/寒武纪/资料汇总.md:23,"📘 寒武纪官网, MLU370-X8 规格（INT8 256 TOPS、FP16 96 TFLOPS、LPDDR5 48GB/614.4 GB/s、MLU-Link 200 GB/s、250W）；MLU290-M5 / 玄思 1000；FCC MLU370-M8 Product Manual.",,厂商或官方资料,,,v4 当前引用,https://www.cambricon.com/index.php?m=content&c=index&a=lists&catid=406,调研v4/99_参考文献总库.md；调研v4/厂商档案/寒武纪/芯片架构详解.md；调研v4/厂商档案/寒武纪/资料汇总.md,
调研-训练推理芯片调研,142；6；7；调研v4/厂商档案/寒武纪/资料汇总.md:32,"📘 寒武纪开发者社区, BANG C 编程指南 / Neuware SDK.",,厂商或官方资料,,,v4 当前引用,https://developer.cambricon.com/index/sdk/index/classid/14.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/寒武纪/芯片架构详解.md；调研v4/厂商档案/寒武纪/资料汇总.md,
调研-训练推理芯片调研,150；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:184；调研v4/厂商档案/其他国产与边缘/资料汇总.md:121；调研v4/厂商档案/其他国产与边缘/资料汇总.md:51,"📘 摩尔线程, S5000 产品页（平湖架构、FP8 Tensor Core、原生 PyTorch/Megatron/vLLM/SGLang）；科创板招股书；📊 S5000 参数（80GB/1.6TB/s、FP8 ~1 PFLOPS、MTLink 784GB/s）；MDC 2025 路线图 + KUAE 2.0（花港架构、复现 DeepSeek V3 FP8 训练）；GLM-5 适配.",,厂商或官方资料,,,v4 当前引用,https://cloud.tencent.com/developer/article/2645315,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,150；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:184；调研v4/厂商档案/其他国产与边缘/资料汇总.md:119；调研v4/厂商档案/其他国产与边缘/资料汇总.md:48,"📘 摩尔线程, S5000 产品页（平湖架构、FP8 Tensor Core、原生 PyTorch/Megatron/vLLM/SGLang）；科创板招股书；📊 S5000 参数（80GB/1.6TB/s、FP8 ~1 PFLOPS、MTLink 784GB/s）；MDC 2025 路线图 + KUAE 2.0（花港架构、复现 DeepSeek V3 FP8 训练）；GLM-5 适配.",,厂商或官方资料,,,v4 当前引用,https://finance.sina.com.cn/tech/roll/2026-02-12/doc-inhmpkar4117688.shtml,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,150；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:183；调研v4/厂商档案/其他国产与边缘/资料汇总.md:118；调研v4/厂商档案/其他国产与边缘/资料汇总.md:49,"📘 摩尔线程, S5000 产品页（平湖架构、FP8 Tensor Core、原生 PyTorch/Megatron/vLLM/SGLang）；科创板招股书；📊 S5000 参数（80GB/1.6TB/s、FP8 ~1 PFLOPS、MTLink 784GB/s）；MDC 2025 路线图 + KUAE 2.0（花港架构、复现 DeepSeek V3 FP8 训练）；GLM-5 适配.",,厂商或官方资料,,,v4 当前引用,https://static.sse.com.cn/stock/disclosure/announcement/c/202506/002098_20250630_D74O.pdf,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,150；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:184；调研v4/厂商档案/其他国产与边缘/资料汇总.md:118；调研v4/厂商档案/其他国产与边缘/资料汇总.md:47,"📘 摩尔线程, S5000 产品页（平湖架构、FP8 Tensor Core、原生 PyTorch/Megatron/vLLM/SGLang）；科创板招股书；📊 S5000 参数（80GB/1.6TB/s、FP8 ~1 PFLOPS、MTLink 784GB/s）；MDC 2025 路线图 + KUAE 2.0（花港架构、复现 DeepSeek V3 FP8 训练）；GLM-5 适配.",,厂商或官方资料,,,v4 当前引用,https://www.mthreads.com/product/S5000,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,150；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:183；调研v4/厂商档案/其他国产与边缘/资料汇总.md:120；调研v4/厂商档案/其他国产与边缘/资料汇总.md:50,"📘 摩尔线程, S5000 产品页（平湖架构、FP8 Tensor Core、原生 PyTorch/Megatron/vLLM/SGLang）；科创板招股书；📊 S5000 参数（80GB/1.6TB/s、FP8 ~1 PFLOPS、MTLink 784GB/s）；MDC 2025 路线图 + KUAE 2.0（花港架构、复现 DeepSeek V3 FP8 训练）；GLM-5 适配.",,厂商或官方资料,,,v4 当前引用,https://www.qbitai.com/2025/12/363227.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,150；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:183；调研v4/厂商档案/其他国产与边缘/资料汇总.md:120；调研v4/厂商档案/其他国产与边缘/资料汇总.md:50,"📘 摩尔线程, S5000 产品页（平湖架构、FP8 Tensor Core、原生 PyTorch/Megatron/vLLM/SGLang）；科创板招股书；📊 S5000 参数（80GB/1.6TB/s、FP8 ~1 PFLOPS、MTLink 784GB/s）；MDC 2025 路线图 + KUAE 2.0（花港架构、复现 DeepSeek V3 FP8 训练）；GLM-5 适配.",,厂商或官方资料,,,v4 当前引用,https://www.stcn.com/article/detail/3550271.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,2；62；9；调研v4/厂商档案/AWS-Trainium-Inferentia/资料汇总.md:48,"📘/📊 AWS / DCD, Project Rainier（≈50 万 Trn2 芯片、2025-10 上线、Anthropic 训 Claude、年底 100 万+）.",,厂商或官方资料,,,v4 当前引用,https://www.aboutamazon.com/news/aws/aws-project-rainier-ai-trainium-chips-compute-cluster,调研v4/99_参考文献总库.md；调研v4/厂商档案/AWS-Trainium-Inferentia/芯片架构详解.md；调研v4/厂商档案/AWS-Trainium-Inferentia/资料汇总.md,
调研-训练推理芯片调研,2；62；9,"📘/📊 AWS / DCD, Project Rainier（≈50 万 Trn2 芯片、2025-10 上线、Anthropic 训 Claude、年底 100 万+）.",,厂商或官方资料,,,v4 当前引用,https://www.datacenterdynamics.com/en/news/aws-activates-project-rainier-cluster-of-nearly-500000-trainium2-chips/,调研v4/99_参考文献总库.md；调研v4/厂商档案/AWS-Trainium-Inferentia/芯片架构详解.md；调研v4/厂商档案/AWS-Trainium-Inferentia/资料汇总.md,
调研-训练推理芯片调研,120；16；7；调研v4/厂商档案/Intel-Gaudi/资料汇总.md:61,"📘/📊 IBM / Intel Newsroom, Gaudi 3 on IBM Cloud / OEM availability.",,厂商或官方资料,,,v4 当前引用,https://newsroom.ibm.com/blog-intel-and-ibm-announce-the-availability-of-intel-gaudi-3-ai-accelerators-on-ibm-cloud,调研v4/99_参考文献总库.md；调研v4/厂商档案/Intel-Gaudi/芯片架构详解.md；调研v4/厂商档案/Intel-Gaudi/资料汇总.md,
调研-训练推理芯片调研,120；7,"📘/📊 IBM / Intel Newsroom, Gaudi 3 on IBM Cloud / OEM availability.",,厂商或官方资料,,,v4 当前引用,https://newsroom.intel.com/artificial-intelligence/intel-gaudi-3-expands-availability-drive-ai-innovation-scale,调研v4/99_参考文献总库.md；调研v4/厂商档案/Intel-Gaudi/芯片架构详解.md,
调研-训练推理芯片调研,5；7；86,"📘/📊 RCR Wireless, Huawei Ascend roadmap（950PR/DT、960、970；FP8/MXFP8/HiF8 1 PFLOPS、MXFP4 2 PFLOPS；HiZQ HBM 144GB/4TB/s、UB 2TB/s）；DataCenterDynamics（Atlas 950/960 SuperPoD 8192/15488 芯片、6.7× Vera Rubin 宣称未验证）；Tom's Hardware（4 ZettaFLOPS FP4 by 2028）.",,厂商或官方资料,,,v4 当前引用,https://www.datacenterdynamics.com/en/news/huawei-announces-annual-release-cadence-for-three-new-ascend-ai-chips-unveils-supernode-offering-company-says-will-outperform-nvidias-nvl144/,调研v4/99_参考文献总库.md；调研v4/厂商档案/华为昇腾/芯片架构详解.md；调研v4/厂商档案/华为昇腾/资料汇总.md,
调研-训练推理芯片调研,4；6；86；调研v4/厂商档案/华为昇腾/资料汇总.md:19,"📘/📊 RCR Wireless, Huawei Ascend roadmap（950PR/DT、960、970；FP8/MXFP8/HiF8 1 PFLOPS、MXFP4 2 PFLOPS；HiZQ HBM 144GB/4TB/s、UB 2TB/s）；DataCenterDynamics（Atlas 950/960 SuperPoD 8192/15488 芯片、6.7× Vera Rubin 宣称未验证）；Tom's Hardware（4 ZettaFLOPS FP4 by 2028）.",,厂商或官方资料,,,v4 当前引用,https://www.rcrwireless.com/20250922/ai-infrastructure/huawei-ai-chips,调研v4/99_参考文献总库.md；调研v4/厂商档案/华为昇腾/芯片架构详解.md；调研v4/厂商档案/华为昇腾/资料汇总.md,
调研-训练推理芯片调研,14；86,"📘/📊 RCR Wireless, Huawei Ascend roadmap（950PR/DT、960、970；FP8/MXFP8/HiF8 1 PFLOPS、MXFP4 2 PFLOPS；HiZQ HBM 144GB/4TB/s、UB 2TB/s）；DataCenterDynamics（Atlas 950/960 SuperPoD 8192/15488 芯片、6.7× Vera Rubin 宣称未验证）；Tom's Hardware（4 ZettaFLOPS FP4 by 2028）.",,厂商或官方资料,,,v4 当前引用,https://www.tomshardware.com/tech-industry/artificial-intelligence/huawei-ascend-npu-roadmap-examined-company-targets-4-zettaflops-fp4-performance-by-2028-amid-manufacturing-constraints,调研v4/99_参考文献总库.md；调研v4/厂商档案/华为昇腾/资料汇总.md,
调研-训练推理芯片调研,114；2；23,"📘/📊 Tenstorrent, Series D $693M+（Samsung 领投，投前 ~$2B）；Tech Startups（$800M @ $3.2B 传闻）；SemiWiki（2nm 代工谈判）；Reuters/Tom's Hardware（Qualcomm 拟收购 $8B–$10B，未落定）.",,厂商或官方资料,,,v4 当前引用,https://semiwiki.com/forum/threads/tenstorrent-in-talks-with-tsmc-samsung-even-rapidus-for-2nm.23736/,调研v4/99_参考文献总库.md；调研v4/厂商档案/Tenstorrent/芯片架构详解.md；调研v4/厂商档案/Tenstorrent/资料汇总.md,
调研-训练推理芯片调研,114；17；22,"📘/📊 Tenstorrent, Series D $693M+（Samsung 领投，投前 ~$2B）；Tech Startups（$800M @ $3.2B 传闻）；SemiWiki（2nm 代工谈判）；Reuters/Tom's Hardware（Qualcomm 拟收购 $8B–$10B，未落定）.",,厂商或官方资料,,,v4 当前引用,https://techstartups.com/2025/11/18/ai-chip-startup-tenstorrent-in-talks-to-raise-800m-in-funding-at-a-3-2b-valuation-led-by-fidelity/,调研v4/99_参考文献总库.md；调研v4/厂商档案/Tenstorrent/芯片架构详解.md；调研v4/厂商档案/Tenstorrent/资料汇总.md,
调研-训练推理芯片调研,114；16；21,"📘/📊 Tenstorrent, Series D $693M+（Samsung 领投，投前 ~$2B）；Tech Startups（$800M @ $3.2B 传闻）；SemiWiki（2nm 代工谈判）；Reuters/Tom's Hardware（Qualcomm 拟收购 $8B–$10B，未落定）.",,厂商或官方资料,,,v4 当前引用,https://tenstorrent.com/newsroom/tenstorrent-closes-693m-of-series-d-funding-led-by-samsung-securities-and-afw-partners,调研v4/99_参考文献总库.md；调研v4/厂商档案/Tenstorrent/芯片架构详解.md；调研v4/厂商档案/Tenstorrent/资料汇总.md,
调研-训练推理芯片调研,114；26；28,"📘/📊 Tenstorrent, Series D $693M+（Samsung 领投，投前 ~$2B）；Tech Startups（$800M @ $3.2B 传闻）；SemiWiki（2nm 代工谈判）；Reuters/Tom's Hardware（Qualcomm 拟收购 $8B–$10B，未落定）.",,厂商或官方资料,,,v4 当前引用,https://www.tomshardware.com/tech-industry/artificial-intelligence/qualcomm-mulls-taking-over-jim-kellers-tenstorrent-report-claims-deal-for-ai-chipmaker-would-value-the-company-at-between-usd8-billion-and-usd10-billion,调研v4/99_参考文献总库.md；调研v4/厂商档案/Tenstorrent/芯片架构详解.md；调研v4/厂商档案/Tenstorrent/资料汇总.md,
调研-训练推理芯片调研,151；调研v4/厂商档案/其他国产与边缘/资料汇总.md:130；调研v4/厂商档案/其他国产与边缘/资料汇总.md:59,"📘/📊 天数智芯, 官网（天垓 100/150、智铠 100、BI-V 系列）；RiseUnion GPU 虚拟化指南；东方财富简介.",,厂商或官方资料,,,v4 当前引用,https://emcreative.eastmoney.com/app_fortune/article/index.html?artCode=20250306131439232936660,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,151；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:185；调研v4/厂商档案/其他国产与边缘/资料汇总.md:130；调研v4/厂商档案/其他国产与边缘/资料汇总.md:57,"📘/📊 天数智芯, 官网（天垓 100/150、智铠 100、BI-V 系列）；RiseUnion GPU 虚拟化指南；东方财富简介.",,厂商或官方资料,,,v4 当前引用,https://www.iluvatar.com/,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,151；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:185；调研v4/厂商档案/其他国产与边缘/资料汇总.md:130；调研v4/厂商档案/其他国产与边缘/资料汇总.md:58,"📘/📊 天数智芯, 官网（天垓 100/150、智铠 100、BI-V 系列）；RiseUnion GPU 虚拟化指南；东方财富简介.",,厂商或官方资料,,,v4 当前引用,https://www.theriseunion.com/en/blog/hami-iluvatar-support.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,147；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:177；调研v4/厂商档案/其他国产与边缘/资料汇总.md:122；调研v4/厂商档案/其他国产与边缘/资料汇总.md:19,"📘/📊 燧原科技, L600 发布报道（144GB/3.6TB/s/800GB/s 互联、FP8、对标 H20；厂商宣称）；IPO 问询函（上交所）（对腾讯销售占比 ~83.79%、前五大客户 90%、三年累计亏损 43 亿）.",,厂商或官方资料,,,v4 当前引用,https://static.sse.com.cn/stock/disclosure/announcement/c/202604/002175_20260416_WQ4O.pdf,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,147；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:176；调研v4/厂商档案/其他国产与边缘/资料汇总.md:123；调研v4/厂商档案/其他国产与边缘/资料汇总.md:18,"📘/📊 燧原科技, L600 发布报道（144GB/3.6TB/s/800GB/s 互联、FP8、对标 H20；厂商宣称）；IPO 问询函（上交所）（对腾讯销售占比 ~83.79%、前五大客户 90%、三年累计亏损 43 亿）.",,厂商或官方资料,,,v4 当前引用,https://www.cnwnews.com/finance/2025/0728/072830854.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,147；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:176；调研v4/厂商档案/其他国产与边缘/资料汇总.md:123；调研v4/厂商档案/其他国产与边缘/资料汇总.md:20,"📘/📊 燧原科技, L600 发布报道（144GB/3.6TB/s/800GB/s 互联、FP8、对标 H20；厂商宣称）；IPO 问询函（上交所）（对腾讯销售占比 ~83.79%、前五大客户 90%、三年累计亏损 43 亿）.",,厂商或官方资料,,,v4 当前引用,https://www.zhihu.com/question/1932810179252057433,调研v4/99_参考文献总库.md；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,3,"Kwon et al., Efficient Memory Management for LLM Serving with PagedAttention (vLLM), SOSP 2023, arXiv:2309.06180.",,在线PDF,,,v4 当前引用,https://arxiv.org/pdf/2309.06180,调研v4/主题分析/02_workload拆解_训练vs推理.md,
调研-训练推理芯片调研,7,NVSwitch Hot Chips 2022 - [第三方] - 在网计算一手：64 端口 crossbar、294mm²、3.2TB/s、SHARP 400 GFLOPS ALU、AllReduce 75→450 GB/s。设计 scale-up fabric 时可对照。,,在线PDF,,,v4 当前引用,https://hc34.hotchips.org/.../NVSwitch%20HotChips%202022%20r5.pdf,调研v4/厂商档案/NVIDIA/资料汇总.md,
调研-训练推理芯片调研,1,"SambaNova RDU 产品页 / DataScale SN40L datasheet - 官方资料 ； - 当前定位与节点配置。主要摘录：三层内存""微秒级模型切换""、SN40L-16 = 16 RDU 一个 SambaRack、""Goldilocks Zone""低延迟高吞吐、~10kWh 风冷、跑 DeepSeek-R1 671B / Llama 4 Maverick。价值：官方口径基准；可靠性：规格可信，性能叙事需打折。",,在线PDF,,,v4 当前引用,https://sambanova.ai/hubfs/23945802/downloads/Product%20Collateral/SambaNova_DataScale_Data-Sheet_10.08.21EN.pdf,调研v4/厂商档案/SambaNova/资料汇总.md,
调研-训练推理芯片调研,调研v4/厂商档案/SambaNova/芯片架构详解.md:139；调研v4/厂商档案/SambaNova/资料汇总.md:31,"[档-补13]. 一手论文/第三方分析 Prabhakar & Jairath, SambaNova SN10 RDU: Accelerating Software 2.0 with Dataflow, Hot Chips 33 (HC33), 2021 - 官方一手演示（此前仅引 ServeTheHome 二手解读 [9]）. - 一手给出 7nm、640 PCU+640 PMU、300 BF16 TFLOPS、空间数据流映射、Software 2.0 编程范式；SN10 规格与""空间数据流""叙事的原始官方出处。",,在线PDF,,,v4 当前引用,https://hc33.hotchips.org/assets/program/conference/day2/SambaNova%20HotChips%202021%20Aug%2023%20v1.pdf,调研v4/厂商档案/SambaNova/芯片架构详解.md；调研v4/厂商档案/SambaNova/资料汇总.md,
调研-训练推理芯片调研,调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:192；调研v4/厂商档案/其他国产与边缘/资料汇总.md:103；调研v4/厂商档案/其他国产与边缘/资料汇总.md:64,"[档-补4] L. Codrescu (Qualcomm), Qualcomm Hexagon DSP: An Architecture Optimized for Mobile Multimedia and Communications, Hot Chips 25（2013）, IEEE.（Hexagon DSP 4-issue VLIW + 双 64-bit 向量执行槽，今日 NPU 的 DSP 底座）官方顶会一手.",,在线PDF,,,v4 当前引用,https://old.hotchips.org/wp-content/uploads/hc_archives/hc25/HC25.70-Mobility-epub/HC25.27.712-Hot%20Chips%202013%20Final%20Presentation%20--%20Qualcomm_Lucian_Codrescu%20v2.pdf,调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:193；调研v4/厂商档案/其他国产与边缘/资料汇总.md:104；调研v4/厂商档案/其他国产与边缘/资料汇总.md:65,"[档-补5] L. Codrescu (Qualcomm), Architecture of the Hexagon 680 DSP for Mobile Imaging and Computer Vision, Hot Chips 27（2015）, IEEE.（Hexagon 680 + HVX 向量扩展，向量加速器谱系一手）官方顶会一手.",,在线PDF,,,v4 当前引用,https://old.hotchips.org/wp-content/uploads/hc_archives/hc27/HC27.24-Monday-Epub/HC27.24.20-Multimedia-Epub/HC27.24.211-Hexagon680-Codrescu-Qualcomm.pdf,调研v4/厂商档案/其他国产与边缘/芯片架构详解.md；调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,调研v4/厂商档案/寒武纪/芯片架构详解.md:40,"图：DianNao 加速器架构（NFU-1 乘法 → NFU-2 加法树 → NFU-3 传递函数 + NBin/NBout/SB 显式管理 scratchpad + DMA + 控制处理器 CP）。这是寒武纪 MLU Core ""NFU + 私有 scratchpad（NRAM/WRAM）+ 显式 DMA 搬运""设计哲学的学术血统源：量产 MLU 卡微架构未公开，此图用于理解设计范式。来源：DianNao, ASPLOS 2014, Fig. 11（开放作者版 PDF， ；原图，仅内部参考）。",,在线PDF,,,v4 当前引用,https://users.cs.duke.edu/~lkw34/papers/diannao-asplos2014.pdf,调研v4/厂商档案/寒武纪/芯片架构详解.md,
