"table_path","primary_key","field_id","target_id","actual_subject_kind","registered_allowed_subject_kinds","row_review_status","preaudit_disposition","notes"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM1_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-AWS-TRAINIUM1-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM2_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-AWS-TRAINIUM2-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM3_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-AWS-TRAINIUM3-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM4_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-AWS-TRAINIUM4-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_8I_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-GOOGLE-TPU-8I-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_8T_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-GOOGLE-TPU-8T-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V3_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-GOOGLE-TPU-V3-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V4_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-GOOGLE-TPU-V4-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V5E_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-GOOGLE-TPU-V5E-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V5P_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-GOOGLE-TPU-V5P-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V6E_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-GOOGLE-TPU-V6E-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU7X_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-GOOGLE-TPU7X-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-MEM-WRITE-BW","FIELD-MEM-WRITE-BW","OBJ-CAMBRICON-MLU590-CHIP","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-ACCUMULATION","FIELD-NUM-ACCUMULATION","OBJ-CAMBRICON-MLU590-CHIP","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-ACCUM","FIELD-NUM-ACCUMULATION","OBJ-CAMBRICON-MLU590-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-G8I-FP4-ACCUM","FIELD-NUM-ACCUMULATION","OBJ-GOOGLE-TPU-8I-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-NVG3-MXM-ACCUM","FIELD-NUM-ACCUMULATION","OBJ-NVIDIA-GROQ3-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-FORMATS","FIELD-NUM-OPERAND-A","OBJ-CAMBRICON-MLU590-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-NVG3-MXM-EXACT-FORMATS","FIELD-NUM-OPERAND-A","OBJ-NVIDIA-GROQ3-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-NVG3-VXM-FORMATS","FIELD-NUM-OPERAND-A","OBJ-NVIDIA-GROQ3-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-AWS-TRN2-0181","FIELD-NUM-PHYSICAL-ACCUM","CMP-AWS-TRN2-TENSOR","component","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-PHYSICAL-ACCUM","FIELD-NUM-PHYSICAL-ACCUM","OBJ-CAMBRICON-MLU590-CHIP","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-PHYSICAL-ACCUM","FIELD-NUM-PHYSICAL-ACCUM","OBJ-CAMBRICON-MLU590-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-NVG3-MXM-PHYSICAL-ACCUM","FIELD-NUM-PHYSICAL-ACCUM","OBJ-NVIDIA-GROQ3-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-AWS-TRN2-0182","FIELD-NUM-PRODUCT","CMP-AWS-TRN2-TENSOR","component","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-GROQ-LPU1-ROUNDING-MODE","FIELD-NUM-ROUNDING","OBJ-GROQ-LPU1-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-NVG3-ROUNDING","FIELD-NUM-ROUNDING","OBJ-NVIDIA-GROQ3-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-NVG3-SCALING","FIELD-NUM-SCALING-GRANULARITY","OBJ-NVIDIA-GROQ3-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-SPARSITY","FIELD-NUM-SPARSITY","OBJ-CAMBRICON-MLU590-CHIP","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-AWS-TRN2-0069","FIELD-PHY-CLOCK","CMP-AWS-TRN2-TENSOR","component","object","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-AWS-TRN2-0070","FIELD-PHY-CLOCK","CMP-AWS-TRN2-VECTOR","component","object","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-AWS-TRN2-0071","FIELD-PHY-CLOCK","CMP-AWS-TRN2-SCALAR","component","object","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-AWS-TRN2-0072","FIELD-PHY-CLOCK","CMP-AWS-TRN2-GPSIMD","component","object","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-NVIDIA-H100-BF16-CUDA-FREQUENCY","FIELD-PHY-CLOCK","PPATH-NVIDIA-H100-BF16-CUDA","precision_path","object","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-NVIDIA-H100-FP16-CUDA-FREQUENCY","FIELD-PHY-CLOCK","PPATH-NVIDIA-H100-FP16-CUDA","precision_path","object","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-NVIDIA-H100-INT32-CUDA-FREQUENCY","FIELD-PHY-CLOCK","PPATH-NVIDIA-H100-INT32-CUDA","precision_path","object","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
