"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-M2W3-HUAWEI-ASC950PR-MEM-RW-MODEL","","COMP-M2W3-HUAWEI-ASC950PR-HIBL1","","","","","","FIELD-MEM-READ-WRITE-MODEL","not_found","1.6 TB/s label does not state read/write/aggregate semantics.","completed","2026-08-13","component|COMP-M2W3-HUAWEI-ASC950PR-HIBL1|FIELD-MEM-READ-WRITE-MODEL","draft",""
"REQ-M2W3-HUAWEI-ASC950PR-LINK-RATE","","","LINK-M2W3-HUAWEI-ASC950PR-LINGQU2","","","","","FIELD-INT-PER-LINK-RATE","not_found","Only maximum bidirectional aggregate is given.","completed","2026-08-13","link|LINK-M2W3-HUAWEI-ASC950PR-LINGQU2|FIELD-INT-PER-LINK-RATE","draft",""
"REQ-M2W3-HUAWEI-ASC950PR-LINK-COUNT","","","LINK-M2W3-HUAWEI-ASC950PR-LINGQU2","","","","","FIELD-INT-LINK-COUNT","not_found","No PR link count.","completed","2026-08-13","link|LINK-M2W3-HUAWEI-ASC950PR-LINGQU2|FIELD-INT-LINK-COUNT","draft",""
"REQ-M2W3-HUAWEI-ASC950PR-TOPOLOGY","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-INT-TOPOLOGY","not_found","No PR package/device topology.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-INT-TOPOLOGY","draft","Atlas 350 card topology excluded."
"REQ-M2W3-HUAWEI-ASC950PR-SPECIAL-DETAIL","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","No dedicated MoE/Top-k/attention/sampling/KV block identified for PR.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","No capability placeholder."
"REQ-M2W3-HUAWEI-ASC950PR-COMPILER","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-SW-COMPILER","not_found","No exact PR compiler/version.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-SW-COMPILER","draft",""
"REQ-M2W3-HUAWEI-ASC950PR-RUNTIME","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-SW-RUNTIME","not_found","No exact PR runtime/version.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-SW-RUNTIME","draft",""
"REQ-M2W3-HUAWEI-ASC950PR-ACCUM","","","","","PPATH-M2W3-HUAWEI-ASC950PR-VENDOR-MAX","","","FIELD-NUM-ACCUMULATION","not_found","1784 TFLOPS label omits datatype and programmer-visible accumulation.","completed","2026-08-13","precision_path|PPATH-M2W3-HUAWEI-ASC950PR-VENDOR-MAX|FIELD-NUM-ACCUMULATION","draft",""
"REQ-M2W3-HUAWEI-ASC950PR-PHYSICAL-ACCUM","","","","","PPATH-M2W3-HUAWEI-ASC950PR-VENDOR-MAX","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","Physical accumulator behind 1784 TFLOPS is absent.","completed","2026-08-13","precision_path|PPATH-M2W3-HUAWEI-ASC950PR-VENDOR-MAX|FIELD-NUM-PHYSICAL-ACCUM","draft",""
"REQ-M2W3-HUAWEI-ASC950DT-AVAILABILITY","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-ID-AVAILABILITY-DATE","pending_verification","H-2 gives Q4 2026 roadmap; no exact GA/delivery by 2026-08-13.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-ID-AVAILABILITY-DATE","draft","Recheck on DT product body or delivery notice."
"REQ-M2W3-HUAWEI-ASC950DT-PROCESS","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-PHY-PROCESS","not_applicable","Attribute belongs to contained shared die and is not duplicated on DT package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-PHY-PROCESS","draft","Use OREL-HUAWEI-950DT-CONTAINS-950-DIE."
"REQ-M2W3-HUAWEI-ASC950DT-DIE-AREA","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-PHY-DIE-AREA","not_applicable","Attribute belongs to contained shared die and is not duplicated on DT package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-PHY-DIE-AREA","draft","Use OREL-HUAWEI-950DT-CONTAINS-950-DIE."
"REQ-M2W3-HUAWEI-ASC950DT-TRANSISTORS","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-PHY-TRANSISTORS","not_applicable","Attribute belongs to contained shared die and is not duplicated on DT package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-PHY-TRANSISTORS","draft","Use OREL-HUAWEI-950DT-CONTAINS-950-DIE."
"REQ-M2W3-HUAWEI-ASC950DT-DIE-COUNT","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-PHY-DIE-COUNT","not_found","Die quantity absent for DT package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-PHY-DIE-COUNT","draft","No third-party/SuperPoD value."
"REQ-M2W3-HUAWEI-ASC950DT-HBM-STACKS","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-PHY-HBM-STACKS","not_found","HBM stack count absent for DT package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-PHY-HBM-STACKS","draft","No third-party/SuperPoD value."
"REQ-M2W3-HUAWEI-ASC950DT-HBM-INTERFACE","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-PHY-HBM-INTERFACE","not_found","HBM interface width absent for DT package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-PHY-HBM-INTERFACE","draft","No third-party/SuperPoD value."
"REQ-M2W3-HUAWEI-ASC950DT-INTERPOSER","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-PHY-INTERPOSER","not_found","Interposer/substrate absent for DT package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-PHY-INTERPOSER","draft","No third-party/SuperPoD value."
"REQ-M2W3-HUAWEI-ASC950DT-POWER","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-PHY-POWER","not_found","Package power absent for DT package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-PHY-POWER","draft","No third-party/SuperPoD value."
"REQ-M2W3-HUAWEI-ASC950DT-COOLING","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-PHY-COOLING","not_applicable","Cooling belongs to future card/system, not package roadmap.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-PHY-COOLING","draft","No SuperPoD value."
"REQ-M2W3-HUAWEI-ASC950DT-MEM-LATENCY","","COMP-M2W3-HUAWEI-ASC950DT-HIZQ2","","","","","","FIELD-MEM-LATENCY","not_found","No HiZQ 2.0 latency.","completed","2026-08-13","component|COMP-M2W3-HUAWEI-ASC950DT-HIZQ2|FIELD-MEM-LATENCY","draft",""
"REQ-M2W3-HUAWEI-ASC950DT-MEM-RW-MODEL","","COMP-M2W3-HUAWEI-ASC950DT-HIZQ2","","","","","","FIELD-MEM-READ-WRITE-MODEL","not_found","4 TB/s label does not state read/write/aggregate semantics.","completed","2026-08-13","component|COMP-M2W3-HUAWEI-ASC950DT-HIZQ2|FIELD-MEM-READ-WRITE-MODEL","draft",""
"REQ-M2W3-HUAWEI-ASC950DT-LINK-RATE","","","LINK-M2W3-HUAWEI-ASC950DT-INTERCONNECT","","","","","FIELD-INT-PER-LINK-RATE","not_found","Only total bandwidth is given.","completed","2026-08-13","link|LINK-M2W3-HUAWEI-ASC950DT-INTERCONNECT|FIELD-INT-PER-LINK-RATE","draft",""
"REQ-M2W3-HUAWEI-ASC950DT-LINK-COUNT","","","LINK-M2W3-HUAWEI-ASC950DT-INTERCONNECT","","","","","FIELD-INT-LINK-COUNT","not_found","No DT link count.","completed","2026-08-13","link|LINK-M2W3-HUAWEI-ASC950DT-INTERCONNECT|FIELD-INT-LINK-COUNT","draft",""
"REQ-M2W3-HUAWEI-ASC950DT-TOPOLOGY","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-INT-TOPOLOGY","not_found","No DT package/device topology.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-INT-TOPOLOGY","draft","SuperPoD topology excluded."
"REQ-M2W3-HUAWEI-ASC950DT-SPECIAL-DETAIL","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","No dedicated MoE/Top-k/attention/sampling/KV block identified for DT.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","No capability placeholder."
"REQ-M2W3-HUAWEI-ASC950DT-COMPILER","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-SW-COMPILER","not_found","No exact DT compiler/version.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-SW-COMPILER","draft",""
"REQ-M2W3-HUAWEI-ASC950DT-RUNTIME","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-SW-RUNTIME","not_found","No exact DT runtime/version.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-SW-RUNTIME","draft",""
"REQ-M2W3-HUAWEI-ASC950DT-ACCUM","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-NUM-ACCUMULATION","not_found","Roadmap formats do not disclose programmer-visible accumulation for DT.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-NUM-ACCUMULATION","draft","Shared paths not duplicated."
"REQ-M2W3-HUAWEI-ASC950DT-PHYSICAL-ACCUM","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","No DT physical accumulator semantics.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-NUM-PHYSICAL-ACCUM","draft","Shared paths not duplicated."
