"candidate_id","vendor","product_line","canonical_name","display_name","object_layer","object_type","architecture_hint","variant_or_configuration","scope_status","availability_status","release_or_status_date","parent_or_related_hint","official_source_keys","inclusion_basis","open_questions","review_status"
"CAND-AWS-TRN2-ULTRASERVER-64","AWS","AWS Trainium/Inferentia","AWS Trn2 UltraServer 64-Trainium2","Trn2 UltraServer（64 Trainium2）","system","server","Trainium2","4 instances;64 Trainium2","observation","announced","","CAND-AWS-EC2-TRN2U-48XLARGE","A-7;A-8","系统对象与芯片及实例分开保存。","动态页面同时写 available now 和 available in preview，需固定版 GA 证据。","needs_resolution"
"CAND-AWS-ARCH-TRAINIUM3","AWS","AWS Trainium/Inferentia","AWS Trainium3 architecture","Trainium3 架构","architecture","architecture_generation","Trainium3","","main_sample","cloud_available","2025-12-02","","A-9;A-10","Trn3 UltraServer 的共享架构对象。","是否存在其他公开配置。","draft"
"CAND-AWS-TRAINIUM3-CHIP","AWS","AWS Trainium/Inferentia","AWS Trainium3 chip","Trainium3 芯片","silicon_package","package","Trainium3","","main_sample","cloud_available","2025-12-02","CAND-AWS-ARCH-TRAINIUM3","A-9;A-10","芯片边界与 UltraServer 分开保存。","封装、地区和最小可用配置。","draft"
"CAND-AWS-TRN3-ULTRASERVER-144","AWS","AWS Trainium/Inferentia","AWS Trn3 UltraServer up to 144 chips","Trn3 UltraServer（最多 144 芯片）","system","server","Trainium3","up to 144 chips","main_sample","cloud_available","2025-12-02","CAND-AWS-TRAINIUM3-CHIP","A-9;A-10","2025-12-02 GA 的系统产品。","是否存在未公开的普通 Trn3 单实例 SKU。","draft"
"CAND-AWS-ARCH-TRAINIUM4","AWS","AWS Trainium/Inferentia","AWS Trainium4 architecture","Trainium4 架构","architecture","architecture_generation","Trainium4","","observation","announced","","","A-11;A-12","官方称正在设计，预计 2027 交付。","正式 SKU、封装和交付日。","needs_resolution"
"CAND-AWS-TRAINIUM4-NVLINK-FUSION-SYSTEM","AWS","AWS Trainium/Inferentia","AWS future Trainium4 NVLink Fusion system","未来 Trainium4 NVLink Fusion 系统","system","server","Trainium4","正式系统名待定","observation","announced","","CAND-AWS-ARCH-TRAINIUM4","A-11;A-12","官方路线图中的未来系统对象。","系统层级、云实例、配置和交付日。","needs_resolution"
"CAND-AWS-INFERENTIA3","AWS","AWS Trainium/Inferentia","AWS Inferentia3","Inferentia3","architecture","architecture_generation","Inferentia3","","excluded_lead","rumor_only","","","A-1;A-10","截止日没有 AWS 正式产品身份。","只有 AWS 正式发布产品名后再纳入。","needs_resolution"
"CAND-GROQ-ARCH-LPU1","Groq","Groq LPU","Groq first-generation LPU architecture","第一代 LPU 架构","architecture","architecture_generation","Groq first-generation LPU","","historical_anchor","historical_anchor","","","Q-1;Q-2;Q-3","早于 2022 年但仍解释现役 GroqChip 的架构锚点。","架构修订版与现役产品映射。","draft"
"CAND-GROQ-GROQCHIP-PROCESSOR","Groq","Groq LPU","GroqChip Processor","GroqChip Processor","silicon_package","package","Groq first-generation LPU","14 nm;订货修订版待核","main_sample","available","","CAND-GROQ-ARCH-LPU1","Q-1;Q-2;Q-3","当前仍在部署的芯片产品身份。","首次量产日期、当前订货号和产品修订版。","needs_resolution"
"CAND-GROQ-GC1-010B","Groq","Groq LPU","GroqCard GC1-010B","GroqCard GC1-010B","product_sku","card","Groq first-generation LPU","C2C 端口配置 GC1-010B","main_sample","available","","CAND-GROQ-GROQCHIP-PROCESSOR","Q-1;Q-4","2022 产品资料列出的独立卡 SKU。","v1.5 与 v1.7 修订差异和实际供货期。","draft"
"CAND-GROQ-GC1-0109","Groq","Groq LPU","GroqCard GC1-0109","GroqCard GC1-0109","product_sku","card","Groq first-generation LPU","C2C 端口配置 GC1-0109","main_sample","available","","CAND-GROQ-GROQCHIP-PROCESSOR","Q-1;Q-4","2022 产品资料列出的独立卡 SKU。","v1.5 与 v1.7 修订差异和实际供货期。","draft"
"CAND-GROQ-GC1-0100","Groq","Groq LPU","GroqCard GC1-0100","GroqCard GC1-0100","product_sku","card","Groq first-generation LPU","C2C 端口配置 GC1-0100","main_sample","available","","CAND-GROQ-GROQCHIP-PROCESSOR","Q-1;Q-4","2022 产品资料列出的独立卡 SKU。","v1.5 与 v1.7 修订差异和实际供货期。","draft"
"CAND-GROQ-GN1-B8C","Groq","Groq LPU","GroqNode GN1-B8C","GroqNode GN1-B8C","system","server","Groq first-generation LPU","8 GroqCard","main_sample","available","","CAND-GROQ-GROQCHIP-PROCESSOR","Q-1;Q-5","官方产品资料中的 8 卡服务器。","服务器修订版、卡 SKU 和节点拓扑的固定映射。","draft"
"CAND-GROQ-GR1-C9A","Groq","Groq LPU","GroqRack GR1-C9A","GroqRack GR1-C9A","system","rack","Groq first-generation LPU","up to 9 GroqNode;up to 72 LPU","main_sample","available","","CAND-GROQ-GN1-B8C","Q-1;Q-6","官方产品资料中的机架系统。","最大配置与实际订货配置的差异。","draft"
"CAND-GROQ-GROQCLOUD","Groq","Groq LPU","GroqCloud deployment service","GroqCloud","product_sku","cloud_accelerator","Groq hardware generation not public","部署渠道，不是硬件 SKU","excluded_lead","cloud_available","","","Q-7","保留为产品与部署映射实体，不建芯片资料卡。","底层硬件修订、地区和服务代际是否公开。","needs_resolution"
"CAND-GROQ-ARCH-LPU3","Groq","Groq LPU","NVIDIA Groq 3 LPU architecture","Groq 3 LPU 架构","architecture","architecture_generation","Groq 3 LPU","","observation","production_ramp","","","Q-8;Q-9","2026 年正式公布的 Vera Rubin 平台组件。","截止日购买或交付证据。","needs_resolution"
"CAND-GROQ-LP30","Groq","Groq LPU","NVIDIA Groq 3 LPU LP30","NVIDIA Groq 3 LPU（LP30）","silicon_package","package","Groq 3 LPU","芯片或加速器产品边界待核","observation","production_ramp","","CAND-GROQ-ARCH-LPU3","Q-8;Q-9","技术文档给出 LP30 名称，需与架构分开保存。","最终订货名、功耗、形态和交付状态。","needs_resolution"
"CAND-GROQ-LPX-COMPUTE-TRAY-8","Groq","Groq LPU","NVIDIA Groq 3 LPX compute tray 8-LPU","Groq 3 LPX compute tray（8 LPU）","system","baseboard","Groq 3 LPU","8 LPU compute tray","observation","production_ramp","","CAND-GROQ-LP30","Q-8;Q-9","正式公布的托盘级系统配置。","compute tray 对应 baseboard 还是 server，以及与 Rubin NVL72 的部署边界。","needs_resolution"
"CAND-GROQ-LPX-RACK-256","Groq","Groq LPU","NVIDIA Groq 3 LPX rack 256-LPU","Groq 3 LPX rack（256 LPU）","system","rack","Groq 3 LPU","256 LPU rack","observation","production_ramp","","CAND-GROQ-LPX-COMPUTE-TRAY-8","Q-8;Q-9","正式公布的机架配置。","交付状态和跨架拓扑。","needs_resolution"
"CAND-GROQ-ARCH-LPU2","Groq","Groq LPU","Groq 2 architecture","Groq 2","architecture","architecture_generation","Groq 2","","excluded_lead","rumor_only","","","Q-1","未找到厂商正式产品页或规格文件。","只有正式命名出现后再建卡。","needs_resolution"
"CAND-CAMBRICON-ARCH-BANG-V2","寒武纪","寒武纪 MLU","Cambricon BANG v2.0 architecture","BANG v2.0","architecture","architecture_generation","BANG v2.0","","historical_anchor","historical_anchor","","","C-1","早于 2022 年的软件兼容和架构锚点。","是否需要保留更多 v2 型号。","draft"
"CAND-CAMBRICON-MLU290-PACKAGE","寒武纪","寒武纪 MLU","Cambricon MLU290 package","MLU290 芯片/封装","silicon_package","package","BANG v2.0","","historical_anchor","historical_anchor","","CAND-CAMBRICON-ARCH-BANG-V2","C-1","原普查把架构、芯片和板卡合在同一候选中，现分开保存。","裸片与封装边界。","draft"
"CAND-CAMBRICON-MLU290-M5","寒武纪","寒武纪 MLU","Cambricon MLU290-M5","MLU290-M5","product_sku","card","BANG v2.0","代表卡","historical_anchor","historical_anchor","","CAND-CAMBRICON-MLU290-PACKAGE","C-1","v2 代际只保留的代表卡。","是否仍需更多软件兼容对象。","draft"
"CAND-CAMBRICON-ARCH-BANG-V3","寒武纪","寒武纪 MLU","Cambricon BANG v3.0 architecture","BANG v3.0","architecture","architecture_generation","BANG v3.0","","historical_anchor","historical_anchor","","","C-1;C-2","MLU370 的历史架构锚点。","架构版本和产品修订映射。","draft"
"CAND-CAMBRICON-MLU370-PACKAGE","寒武纪","寒武纪 MLU","Cambricon MLU370 package","MLU370 芯片/封装","silicon_package","package","BANG v3.0","裸片或芯粒边界待核","historical_anchor","historical_anchor","","CAND-CAMBRICON-ARCH-BANG-V3","C-1;C-2","封装事实与板卡 SKU 分开保存。","裸片、芯粒和封装物理边界的固定来源。","needs_resolution"
"CAND-CAMBRICON-MLU370-S4","寒武纪","寒武纪 MLU","Cambricon MLU370-S4","MLU370-S4","product_sku","card","BANG v3.0","S4","historical_anchor","historical_anchor","","CAND-CAMBRICON-MLU370-PACKAGE","C-1;C-3","早于或接近时间窗起点的兄弟型号。","固定版产品手册和首次供货日。","needs_resolution"
"CAND-CAMBRICON-MLU370-X4","寒武纪","寒武纪 MLU","Cambricon MLU370-X4","MLU370-X4","product_sku","card","BANG v3.0","X4","historical_anchor","historical_anchor","","CAND-CAMBRICON-MLU370-PACKAGE","C-1;C-3","早于或接近时间窗起点的兄弟型号。","固定版产品手册和首次供货日。","needs_resolution"
"CAND-CAMBRICON-MLU370-X8","寒武纪","寒武纪 MLU","Cambricon MLU370-X8","MLU370-X8","product_sku","card","BANG v3.0","双芯片/四芯粒板卡","main_sample","available","2022-03-21","CAND-CAMBRICON-MLU370-PACKAGE","C-2;C-3","2022-03-21 官方发布的独立板卡。","产品手册版本、板内拓扑和持续供货状态。","draft"
"CAND-CAMBRICON-MLU370-M8","寒武纪","寒武纪 MLU","Cambricon MLU370-M8","MLU370-M8","product_sku","card","BANG v3.0","M8","main_sample","","","CAND-CAMBRICON-MLU370-PACKAGE","C-1","官方工具链列出的正式板卡名。","首次发布、供货、规格书和与 X8 的物理差异。","needs_resolution"
"CAND-CAMBRICON-ARCH-BANG-V5","寒武纪","寒武纪 MLU","Cambricon BANG v5.0 architecture","BANG v5.0","architecture","architecture_generation","BANG v5.0","","main_sample","available","","","C-1;C-4","MLU570 与 MLU590 共享的现行架构对象。","首次发布和正式架构资料。","draft"
"CAND-CAMBRICON-MLU570-PACKAGE","寒武纪","寒武纪 MLU","Cambricon MLU570 package","MLU570 芯片/封装","silicon_package","package","BANG v5.0","与同名板卡分开","main_sample","","","CAND-CAMBRICON-ARCH-BANG-V5","C-1;C-4","工具链矩阵确认的芯片身份。","首次发布、封装组成、芯片级规格和供货状态。","needs_resolution"
"CAND-CAMBRICON-MLU590-PACKAGE","寒武纪","寒武纪 MLU","Cambricon MLU590 package","MLU590 芯片/封装","silicon_package","package","BANG v5.0","","main_sample","","","CAND-CAMBRICON-ARCH-BANG-V5","C-1;C-4","工具链矩阵确认的芯片身份。","首次发布、封装组成、芯片级规格和供货状态。","needs_resolution"
"CAND-CAMBRICON-MLU570-CARD","寒武纪","寒武纪 MLU","Cambricon MLU570 card","MLU570 板卡","product_sku","card","BANG v5.0","板卡名与芯片名相同","main_sample","","","CAND-CAMBRICON-MLU570-PACKAGE","C-1;C-4","用对象层级区分同名芯片和板卡。","独立板卡手册、容量、功耗变体和首供日期。","needs_resolution"
"CAND-CAMBRICON-MLU590-H8","寒武纪","寒武纪 MLU","Cambricon MLU590-H8","MLU590-H8","product_sku","card","BANG v5.0","H8","main_sample","","","CAND-CAMBRICON-MLU590-PACKAGE","C-1;C-4","官方工具链确认的正式板卡名。","正式产品页、供货日期、内存、功耗、冷却和互联。","needs_resolution"
"CAND-CAMBRICON-MLU590-M9","寒武纪","寒武纪 MLU","Cambricon MLU590-M9","MLU590-M9","product_sku","card","BANG v5.0","M9","main_sample","","","CAND-CAMBRICON-MLU590-PACKAGE","C-1;C-4","官方工具链确认的正式板卡名。","正式产品页、供货日期、内存、功耗、冷却和互联。","needs_resolution"
"CAND-CAMBRICON-MLU580","寒武纪","寒武纪 MLU","Cambricon MLU580 hardware identity","MLU580","silicon_package","package","待核","对象层级暂按封装候选保存","observation","","","","C-4","CNNL 明确新增硬件支持，但没有独立板卡身份。","芯片或卡边界、正式板卡名、发布时间和规格。","needs_resolution"
"CAND-CAMBRICON-MLU690","寒武纪","寒武纪 MLU","Cambricon MLU690","MLU690","silicon_package","package","待核","","excluded_lead","rumor_only","","","C-1;C-4","没有找到厂商一手产品身份。","只有厂商产品页、数据手册或工具链身份出现后再纳入。","needs_resolution"
"CAND-HUAWEI-ARCH-DA-VINCI-INITIAL","华为","华为昇腾","Huawei Da Vinci initial architecture","Da Vinci 初代架构","architecture","architecture_generation","Da Vinci initial","","historical_anchor","historical_anchor","","","H-1;H-2","Ascend 310 和 Ascend 910 的早期架构锚点。","最终是否需要保留两颗代表芯片。","draft"
"CAND-HUAWEI-ASCEND-310","华为","华为昇腾","Huawei Ascend 310","Ascend 310","silicon_package","package","Da Vinci initial","早期推理芯片","historical_anchor","historical_anchor","","CAND-HUAWEI-ARCH-DA-VINCI-INITIAL","H-1;H-2","早期推理芯片锚点。","是否由 Ascend 910 单独承担历史说明。","draft"
"CAND-HUAWEI-ASCEND-910","华为","华为昇腾","Huawei Ascend 910","Ascend 910","silicon_package","package","Da Vinci initial","早期训练芯片","historical_anchor","historical_anchor","","CAND-HUAWEI-ARCH-DA-VINCI-INITIAL","H-1;H-2","早期训练芯片锚点。","固定版芯片资料。","draft"
"CAND-HUAWEI-ASCEND-910B","华为","华为昇腾","Huawei Ascend 910B","Ascend 910B","silicon_package","package","Da Vinci","正式封装或卡型待核","main_sample","available","","","H-2","官方讲话确认现有设计和客户需求。","首次发布或供货日期、封装或卡型和公开规格。","needs_resolution"
"CAND-HUAWEI-ASCEND-910C","华为","华为昇腾","Huawei Ascend 910C","Ascend 910C","silicon_package","package","Da Vinci","单芯片与单模组边界待核","main_sample","available","","","H-2;H-3","2025 年随 Atlas 900 A3 SuperPoD 规模部署。","封装组成、对象边界和固定版规格。","needs_resolution"
"CAND-HUAWEI-ATLAS-300I-A2","华为","华为昇腾","Huawei Atlas 300I A2","Atlas 300I A2","product_sku","card","Da Vinci","32 GB;64 GB，未确认独立订货号","main_sample","available","","","H-1;H-4","当前正式产品页中的生成式大模型推理卡。","首供日期、配置订货号和芯片映射。","needs_resolution"
"CAND-HUAWEI-ATLAS-800T-A2","华为","华为昇腾","Huawei Atlas 800T A2","Atlas 800T A2","system","server","Da Vinci","训练服务器","main_sample","available","","","H-1;H-5","当前正式产品组合中的训练服务器。","首次供货、具体 NPU 型号和系统修订版。","draft"
"CAND-HUAWEI-ATLAS-800I-A2","华为","华为昇腾","Huawei Atlas 800I A2","Atlas 800I A2","system","server","Da Vinci","推理服务器","main_sample","available","","","H-1;H-5","当前正式产品组合中的推理服务器。","首次供货、具体 NPU 型号和系统修订版。","draft"
"CAND-HUAWEI-ATLAS-900-A2-POD","华为","华为昇腾","Huawei Atlas 900 A2 PoD","Atlas 900 A2 PoD","system","pod","Da Vinci","A2 PoD","main_sample","available","","","H-1;H-3","当前正式产品组合中的 PoD。","产品状态、规模配置和 A3 继承关系。","needs_resolution"
"CAND-HUAWEI-ATLAS-800T-A3","华为","华为昇腾","Huawei Atlas 800T A3","Atlas 800T A3","system","server","Da Vinci","训练服务器","main_sample","available","","CAND-HUAWEI-ASCEND-910C","H-1;H-5","当前正式产品组合中的 A3 训练服务器。","NPU 数量、910C 映射和首供日期。","needs_resolution"
"CAND-HUAWEI-ATLAS-800I-A3","华为","华为昇腾","Huawei Atlas 800I A3","Atlas 800I A3","system","server","Da Vinci","推理服务器","main_sample","available","","CAND-HUAWEI-ASCEND-910C","H-1;H-5","当前正式产品组合中的 A3 推理服务器。","NPU 数量、910C 映射和首供日期。","needs_resolution"
"CAND-HUAWEI-ATLAS-800-A3-UMBRELLA","华为","华为昇腾","Huawei Atlas 800 A3 umbrella name","Atlas 800 A3","system","server","Da Vinci","可能是 800T A3 与 800I A3 的总称","excluded_lead","","","CAND-HUAWEI-ATLAS-800T-A3;CAND-HUAWEI-ATLAS-800I-A3","H-1;H-5","保留命名线索，未确认独立硬件边界。","总称、改名或独立系统对象。","needs_resolution"
"CAND-HUAWEI-ATLAS-900-A3-SUPERPOD","华为","华为昇腾","Huawei Atlas 900 A3 SuperPoD","Atlas 900 A3 SuperPoD","system","pod","Da Vinci","up to 384 Ascend 910C","main_sample","available","","CAND-HUAWEI-ASCEND-910C","H-2;H-3","2025 年正式发布且已有规模部署的系统对象。","384 与其他配置和首次供货日期。","draft"
"CAND-HUAWEI-CLOUDMATRIX384","华为","华为昇腾","Huawei CloudMatrix384 cloud service instance","CloudMatrix384","product_sku","cloud_accelerator","Da Vinci","基于 Atlas 900 A3 SuperPoD 的云服务实例","main_sample","cloud_available","","CAND-HUAWEI-ATLAS-900-A3-SUPERPOD","H-2;H-3","云服务实例与底层 SuperPoD 分开保存。","正式云服务名称和首次开放日期。","needs_resolution"
"CAND-HUAWEI-ASCEND-950PR","华为","华为昇腾","Huawei Ascend 950PR","Ascend 950PR","silicon_package","package","Da Vinci","芯片级边界待核","main_sample","available","","","H-6;H-7;H-12","Atlas 350 搭载的正式处理器身份。","芯片级数据与卡级数据边界和白皮书版本。","needs_resolution"
"CAND-HUAWEI-ATLAS-350","华为","华为昇腾","Huawei Atlas 350","Atlas 350","product_sku","card","Da Vinci","PCIe card","main_sample","available","2026-03-20","CAND-HUAWEI-ASCEND-950PR","H-6;H-7;H-12","2026-03-20 官方宣布正式上市的卡。","配置订货号和固定版规格。","draft"
"CAND-HUAWEI-ATLAS-150","华为","华为昇腾","Huawei Atlas 150","Atlas 150","product_sku","card","待核","身份占位","main_sample","","","","H-6","当前官方产品导航出现正式产品名。","搭载芯片、发布时间、规格和供货状态。","needs_resolution"
"CAND-HUAWEI-ASCEND-950DT","华为","华为昇腾","Huawei Ascend 950DT","Ascend 950DT","silicon_package","package","Da Vinci","路线图称 2026 年第四季度可用","observation","announced","","","H-2;H-6","已有官方产品入口但尚无明确 GA 证据。","正式上市或交付和最终封装内存配置。","needs_resolution"
"CAND-HUAWEI-ATLAS-650E","华为","华为昇腾","Huawei Atlas 650E","Atlas 650E","system","server","Da Vinci","8×Ascend 950DT","observation","announced","","CAND-HUAWEI-ASCEND-950DT","H-5","官方页面给出完整系统规格。","正式上市日期、订货配置和供货区域。","needs_resolution"
"CAND-HUAWEI-ATLAS-850","华为","华为昇腾","Huawei Atlas 850","Atlas 850","system","server","Da Vinci","2025 公布版本","observation","announced","","","H-3;H-8","官方正式公布的系统名。","与 Atlas 850E 的关系、所用 NPU 和交付状态。","needs_resolution"
"CAND-HUAWEI-ATLAS-850E","华为","华为昇腾","Huawei Atlas 850E","Atlas 850E","system","server","Da Vinci","2026 当前产品名","observation","announced","","","H-3;H-8","当前官网列出的系统名。","与 Atlas 850 的继承或改名关系、NPU 和交付状态。","needs_resolution"
"CAND-HUAWEI-ATLAS-860","华为","华为昇腾","Huawei Atlas 860","Atlas 860","system","server","Da Vinci","","observation","announced","","","H-3;H-8","官方正式公布的系统名。","所用 NPU、上市和交付状态。","needs_resolution"
"CAND-HUAWEI-ATLAS-950-SUPERPOD-64","华为","华为昇腾","Huawei Atlas 950 SuperPoD 64-NPU configuration","Atlas 950 SuperPoD：64-NPU 配置","system","pod","Da Vinci","64 NPU","observation","production_ramp","","","H-3;H-11","当前官网给出的独立规模配置。","订货边界、明确上市或客户交付。","needs_resolution"
"CAND-HUAWEI-ATLAS-950-SUPERPOD-1024","华为","华为昇腾","Huawei Atlas 950 SuperPoD 1024-NPU configuration","Atlas 950 SuperPoD：1024-NPU 配置","system","pod","Da Vinci","1024 NPU","observation","production_ramp","","","H-3;H-11","当前官网给出的独立规模配置，实物已展示。","订货边界、明确上市或客户交付。","needs_resolution"
"CAND-HUAWEI-ATLAS-950-SUPERPOD-8192","华为","华为昇腾","Huawei Atlas 950 SuperPoD 8192-NPU roadmap configuration","Atlas 950 SuperPoD：8192-NPU 全配置","system","pod","Da Vinci","8192 NPU;路线图配置","observation","announced","","","H-2;H-8","2025 路线图中的未来全配置，与 1024-NPU 产品配置分开。","是否同一订货产品、最终机柜数和交付日。","needs_resolution"
"CAND-HUAWEI-ASCEND-960","华为","华为昇腾","Huawei Ascend 960","Ascend 960","silicon_package","package","未来 Da Vinci 代际","计划 2027 年第四季度","observation","announced","","","H-2","官方路线图中的未来芯片。","最终 SKU、规格和发布日期。","needs_resolution"
"CAND-HUAWEI-ASCEND-970","华为","华为昇腾","Huawei Ascend 970","Ascend 970","silicon_package","package","未来 Da Vinci 代际","计划 2028 年第四季度","observation","announced","","","H-2","官方路线图中的未来芯片。","最终 SKU、规格和发布日期。","needs_resolution"
"CAND-HUAWEI-ATLAS-960-SUPERPOD","华为","华为昇腾","Huawei Atlas 960 SuperPoD","Atlas 960 SuperPoD","system","pod","未来 Da Vinci 代际","计划 2027 年第四季度","observation","announced","","CAND-HUAWEI-ASCEND-960","H-2","官方路线图中的未来系统。","最终系统配置、规格和发布日期。","needs_resolution"
"CAND-AMD-ARCH-CDNA2","AMD","AMD Instinct","AMD CDNA 2 architecture","CDNA 2","architecture","architecture_generation","CDNA 2","","historical_anchor","historical_anchor","","","D-1;D-2","解释 CDNA 3 的必要架构锚点。","固定版架构与产品资料。","draft"
"CAND-AMD-MI250X-OAM","AMD","AMD Instinct","AMD Instinct MI250X OAM","MI250X OAM","product_sku","module","CDNA 2","OAM","historical_anchor","historical_anchor","","CAND-AMD-ARCH-CDNA2","D-1;D-2","2021 年发布的代表性 OAM 产品。","固定版产品简报和首供日期。","draft"
"CAND-AMD-MI210-PCIE","AMD","AMD Instinct","AMD Instinct MI210 PCIe","MI210 PCIe","product_sku","card","CDNA 2","PCIe","main_sample","available","","CAND-AMD-ARCH-CDNA2","D-1;D-3","2022 年正式产品，保留 CDNA 2 的 PCIe 形态。","首次供货日期和当前生命周期状态。","draft"
"CAND-AMD-ARCH-CDNA3","AMD","AMD Instinct","AMD CDNA 3 architecture","CDNA 3","architecture","architecture_generation","CDNA 3","","main_sample","available","","","D-3;D-4","MI300A 和 MI300X 的共享架构对象。","正式架构发布日期。","draft"
"CAND-AMD-MI300A-APU","AMD","AMD Instinct","AMD Instinct MI300A APU","MI300A APU","product_sku","module","CDNA 3","CPU+GPU APU","main_sample","available","2023-12-06","CAND-AMD-ARCH-CDNA3","D-3;D-4","与 MI300X 分开的 CPU+GPU 产品 SKU。","系统内存和统一内存口径。","draft"
"CAND-AMD-MI300X-OAM","AMD","AMD Instinct","AMD Instinct MI300X OAM","MI300X OAM","product_sku","module","CDNA 3","OAM","main_sample","available","2023-12-06","CAND-AMD-ARCH-CDNA3","D-3;D-4","与 MI300A 分开的 GPU OAM。","各功耗模式和首供边界。","draft"
"CAND-AMD-MI300X-PLATFORM-8","AMD","AMD Instinct","AMD Instinct MI300X Platform 8-OAM","MI300X Platform（8 OAM）","system","baseboard","CDNA 3","8 OAM","main_sample","available","","CAND-AMD-MI300X-OAM","D-3","官方平台对象，系统值不回填单 OAM。","参考设计或可订购对象、版本和互联拓扑。","needs_resolution"
"CAND-AMD-MI308X-OAM","AMD","AMD Instinct","AMD Instinct MI308X OAM","MI308X OAM","product_sku","module","CDNA 3","地区或出口变体","main_sample","available","","CAND-AMD-MI300X-OAM","D-5;D-6","官方运维、GPU Operator 和安全资料确认设备身份。","稳定产品页、首发地区和日期、固定版规格。","needs_resolution"
"CAND-AMD-MI325X-OAM","AMD","AMD Instinct","AMD Instinct MI325X OAM","MI325X OAM","product_sku","module","CDNA 3","OAM","main_sample","available","","CAND-AMD-ARCH-CDNA3","D-1;D-5","2024 年正式推出且当前软件支持。","首次供货日期。","draft"
"CAND-AMD-MI325X-PLATFORM-8","AMD","AMD Instinct","AMD Instinct MI325X Platform 8-OAM","MI325X Platform（8 OAM）","system","baseboard","CDNA 3","8 OAM","main_sample","available","","CAND-AMD-MI325X-OAM","D-1;D-5","OAM 与 8-GPU 平台分开保存。","平台订货边界和版本。","needs_resolution"
"CAND-AMD-ARCH-CDNA4","AMD","AMD Instinct","AMD CDNA 4 architecture","CDNA 4","architecture","architecture_generation","CDNA 4","","main_sample","available","","","D-7;D-8","MI350 系列的共享架构对象。","正式架构发布日期。","draft"
"CAND-AMD-MI350X-OAM","AMD","AMD Instinct","AMD Instinct MI350X OAM","MI350X OAM","product_sku","module","CDNA 4","OAM","main_sample","available","","CAND-AMD-ARCH-CDNA4","D-7;D-8","2025 年正式产品。","空冷或液冷、功耗和平台配置。","draft"
"CAND-AMD-MI355X-OAM","AMD","AMD Instinct","AMD Instinct MI355X OAM","MI355X OAM","product_sku","module","CDNA 4","OAM","main_sample","available","","CAND-AMD-ARCH-CDNA4","D-7;D-8","2025 年正式产品。","空冷或液冷、功耗和平台配置。","draft"
"CAND-AMD-MI350P-PCIE","AMD","AMD Instinct","AMD Instinct MI350P PCIe","MI350P PCIe","product_sku","card","CDNA 4","PCIe","main_sample","available","","CAND-AMD-ARCH-CDNA4","D-7","当前系列产品页列出的企业 PCIe 卡。","首次发布或供货日期、规格库条目和订货号。","needs_resolution"
"CAND-AMD-MI350-SERIES-PLATFORM-8","AMD","AMD Instinct","AMD Instinct MI350 Series Platform 8-OAM","MI350 Series Platform（8 OAM）","system","baseboard","CDNA 4","8 OAM;MI350X 或 MI355X 版本待核","main_sample","available","","CAND-AMD-ARCH-CDNA4","D-7","当前正式平台对象。","MI350X 与 MI355X 是否形成独立平台对象，以及订货边界。","needs_resolution"
"CAND-AMD-ARCH-CDNA5","AMD","AMD Instinct","AMD CDNA 5 architecture","CDNA 5","architecture","architecture_generation","CDNA 5","","main_sample","production_ramp","2026-07-23","","D-9;D-10","MI455X 的共享架构对象，处于生产爬坡。","客户交付和最终架构资料。","needs_resolution"
"CAND-AMD-MI455X","AMD","AMD Instinct","AMD Instinct MI455X","MI455X","product_sku","module","CDNA 5","EAM 订货边界待核","main_sample","production_ramp","2026-07-23","CAND-AMD-ARCH-CDNA5","D-9;D-10","2026-07-23 进入官方规格库，合作伙伴部署处于量产窗口。","截止日客户交付、最终功耗和 EAM 订货边界。","needs_resolution"
"CAND-AMD-MI440X","AMD","AMD Instinct","AMD Instinct MI440X","MI440X","product_sku","module","CDNA 5","8-GPU 企业系统方向","observation","announced","2026-01-05","CAND-AMD-ARCH-CDNA5","D-9;D-11","2026-01-05 官方公布但没有独立规格段。","正式规格页、供货日期、平台名称和与 MI430X 的关系。","needs_resolution"
"CAND-AMD-MI430X","AMD","AMD Instinct","AMD Instinct MI430X","MI430X","product_sku","module","CDNA 5","预计 2027 可用","observation","announced","","CAND-AMD-ARCH-CDNA5","D-9;D-10","当前产品页中的未来产品。","最终规格、订货形态和交付日期。","needs_resolution"
"CAND-AMD-HELIOS-72-MI455X","AMD","AMD Instinct","AMD Helios 72-MI455X reference rack","AMD Helios（72×MI455X）","system","rack","CDNA 5","72 MI455X;reference design","observation","announced","","CAND-AMD-MI455X","D-9","官方明确为参考设计，不列作可购 AMD SKU。","首批 OEM 或 ODM 系统名和实际交付。","needs_resolution"
"CAND-AMD-ARCH-CDNA6","AMD","AMD Instinct","AMD CDNA 6 architecture","CDNA 6","architecture","architecture_generation","CDNA 6","计划 2027","observation","announced","","","D-11","2026 年官方预告的未来架构。","正式产品名、规格和上市日期。","needs_resolution"
"CAND-AMD-MI500-SERIES","AMD","AMD Instinct","AMD Instinct MI500 Series","MI500 Series","product_sku","module","CDNA 6","产品系列占位，无正式 SKU","observation","announced","","CAND-AMD-ARCH-CDNA6","D-11","保留官方系列名称，等待具体 SKU。","正式型号、形态、规格和上市日期。","needs_resolution"
