"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-M2NA-AVAIL-0072","","","","","","CAP-M2NA-RUBIN-COMPRESS","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-RUBIN-COMPRESS|FIELD-CAP-IMPLEMENTATION-LEVEL","needs_resolution","Supporting staged fact_id: FACT-M2NA-RUBIN-COMPRESS-LEVEL"
"REQ-M2NA-AVAIL-0073","OBJ-NVIDIA-RUBIN-ARCH","","","","","","","FIELD-SW-PROGRAMMING-MODEL","not_found","The fixed official Rubin architecture article does not state a CUDA or other programming-model mapping for this architecture-level object.","completed","2026-08-12","M2NA|object|OBJ-NVIDIA-RUBIN-ARCH|FIELD-SW-PROGRAMMING-MODEL","needs_resolution","Removed unsupported FACT-M2NA-RUBIN-SW; retain the field as a documented evidence gap."
"REQ-M2NA-AVAIL-0074","","COMP-M2NA-CDNA2-CU","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA2-CU|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-CU-EXEC"
"REQ-M2NA-AVAIL-0075","","COMP-M2NA-CDNA2-VECTOR","","","","","","FIELD-COMP-UNIT-COUNT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA2-VECTOR|FIELD-COMP-UNIT-COUNT","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-VECTOR-COUNT"
"REQ-M2NA-AVAIL-0076","","COMP-M2NA-CDNA2-VECTOR","","","","","","FIELD-COMP-ISSUE-WIDTH","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA2-VECTOR|FIELD-COMP-ISSUE-WIDTH","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-VECTOR-WIDTH"
"REQ-M2NA-AVAIL-0077","","COMP-M2NA-CDNA2-VECTOR","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA2-VECTOR|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-VECTOR-EXEC"
"REQ-M2NA-AVAIL-0078","","COMP-M2NA-CDNA2-MATRIX","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA2-MATRIX|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-MATRIX-EXEC"
"REQ-M2NA-AVAIL-0079","","","","","PPATH-M2NA-CDNA2-VECTOR-FP64","","","FIELD-COMP-THROUGHPUT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA2-VECTOR-FP64|FIELD-COMP-THROUGHPUT","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-VFP64-THR"
"REQ-M2NA-AVAIL-0080","","","","","PPATH-M2NA-CDNA2-VECTOR-PACKED-FP32","","","FIELD-COMP-THROUGHPUT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA2-VECTOR-PACKED-FP32|FIELD-COMP-THROUGHPUT","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-PFP32-THR"
"REQ-M2NA-AVAIL-0081","","","","","PPATH-M2NA-CDNA2-MFMA-FP64","","","FIELD-COMP-INSTRUCTION-TILE","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA2-MFMA-FP64|FIELD-COMP-INSTRUCTION-TILE","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-FP64-TILE"
"REQ-M2NA-AVAIL-0082","","","","","PPATH-M2NA-CDNA2-MFMA-FP64","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA2-MFMA-FP64|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-FP64-A"
"REQ-M2NA-AVAIL-0083","","","","","PPATH-M2NA-CDNA2-MFMA-FP16","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA2-MFMA-FP16|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-FP16-A"
"REQ-M2NA-AVAIL-0084","","","","","PPATH-M2NA-CDNA2-MFMA-FP16","","","FIELD-NUM-ACCUMULATION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA2-MFMA-FP16|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-FP16-ACC"
"REQ-M2NA-AVAIL-0085","","","","","PPATH-M2NA-CDNA2-MFMA-BF16","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA2-MFMA-BF16|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-BF16-A"
"REQ-M2NA-AVAIL-0086","","","","","PPATH-M2NA-CDNA2-MFMA-BF16","","","FIELD-NUM-ACCUMULATION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA2-MFMA-BF16|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-BF16-ACC"
"REQ-M2NA-AVAIL-0087","","COMP-M2NA-CDNA2-LDS","","","","","","FIELD-MEM-MANAGEMENT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA2-LDS|FIELD-MEM-MANAGEMENT","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-LDS-MGMT"
"REQ-M2NA-AVAIL-0088","","COMP-M2NA-CDNA2-LDS","","","","","","FIELD-MEM-DMA","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA2-LDS|FIELD-MEM-DMA","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-LDS-DMA"
"REQ-M2NA-AVAIL-0089","","","LINK-M2NA-CDNA2-IF-PKG","","","","","FIELD-INT-PROTOCOL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|link|LINK-M2NA-CDNA2-IF-PKG|FIELD-INT-PROTOCOL","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-IF-PROTOCOL"
"REQ-M2NA-AVAIL-0090","OBJ-AMD-CDNA2-ARCH","","","","","","","FIELD-SW-PROGRAMMING-MODEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|object|OBJ-AMD-CDNA2-ARCH|FIELD-SW-PROGRAMMING-MODEL","draft","Supporting staged fact_id: FACT-M2NA-CDNA2-SW"
"REQ-M2NA-AVAIL-0091","","COMP-M2NA-CDNA3-CU","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-CU|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-CU-EXEC"
"REQ-M2NA-AVAIL-0092","","COMP-M2NA-CDNA3-MATRIX","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-MATRIX|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-MATRIX-EXEC"
"REQ-M2NA-AVAIL-0093","","COMP-M2NA-CDNA3-MATRIX","","","","","","FIELD-COMP-SHARED-RESOURCE","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-MATRIX|FIELD-COMP-SHARED-RESOURCE","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-MATRIX-FORMATS"
"REQ-M2NA-AVAIL-0094","","","","","PPATH-M2NA-CDNA3-MFMA-FP8","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA3-MFMA-FP8|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-FP8-A"
"REQ-M2NA-AVAIL-0095","","","","","PPATH-M2NA-CDNA3-MFMA-FP8","","","FIELD-NUM-ACCUMULATION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA3-MFMA-FP8|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-FP8-ACC"
"REQ-M2NA-AVAIL-0096","","","","","PPATH-M2NA-CDNA3-MFMA-FP16BF16","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA3-MFMA-FP16BF16|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-FP16-A"
"REQ-M2NA-AVAIL-0097","","","","","PPATH-M2NA-CDNA3-MFMA-FP16BF16","","","FIELD-NUM-ACCUMULATION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA3-MFMA-FP16BF16|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-FP16-ACC"
"REQ-M2NA-AVAIL-0098","","","","","PPATH-M2NA-CDNA3-MFMA-INT8","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA3-MFMA-INT8|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-INT8-A"
"REQ-M2NA-AVAIL-0099","","","","","PPATH-M2NA-CDNA3-MFMA-INT8","","","FIELD-NUM-ACCUMULATION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA3-MFMA-INT8|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-INT8-ACC"
"REQ-M2NA-AVAIL-0100","","","","","PPATH-M2NA-CDNA3-MFMA-HIGH","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA3-MFMA-HIGH|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-HIGH-A"
"REQ-M2NA-AVAIL-0101","","","","","PPATH-M2NA-CDNA3-SMFMAC","","","FIELD-NUM-SPARSITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA3-SMFMAC|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-SPARSE-MODE"
"REQ-M2NA-AVAIL-0102","","","","","","CAP-M2NA-CDNA3-SPARSE","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-CDNA3-SPARSE|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-SPARSE-LEVEL"
"REQ-M2NA-AVAIL-0103","","","","","","CAP-M2NA-CDNA3-SPARSE","","FIELD-CAP-IMPLEMENTATION-DETAIL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-CDNA3-SPARSE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-SPARSE-DETAIL"
"REQ-M2NA-AVAIL-0104","","COMP-M2NA-CDNA3-LDS","","","","","","FIELD-MEM-CAPACITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-LDS|FIELD-MEM-CAPACITY","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-LDS-CAP"
"REQ-M2NA-AVAIL-0105","","COMP-M2NA-CDNA3-LDS","","","","","","FIELD-MEM-MANAGEMENT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-LDS|FIELD-MEM-MANAGEMENT","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-LDS-MGMT"
"REQ-M2NA-AVAIL-0106","","COMP-M2NA-CDNA3-L1","","","","","","FIELD-MEM-CAPACITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-L1|FIELD-MEM-CAPACITY","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-L1-CAP"
"REQ-M2NA-AVAIL-0107","","COMP-M2NA-CDNA3-L1","","","","","","FIELD-MEM-GRANULARITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-L1|FIELD-MEM-GRANULARITY","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-L1-GRAN"
"REQ-M2NA-AVAIL-0108","","COMP-M2NA-CDNA3-L1","","","","","","FIELD-MEM-MANAGEMENT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-L1|FIELD-MEM-MANAGEMENT","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-L1-MGMT"
"REQ-M2NA-AVAIL-0109","","COMP-M2NA-CDNA3-L2","","","","","","FIELD-MEM-CAPACITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-L2|FIELD-MEM-CAPACITY","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-L2-CAP"
"REQ-M2NA-AVAIL-0110","","COMP-M2NA-CDNA3-L2","","","","","","FIELD-MEM-READ-TRANSFER-PER-CYCLE","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-L2|FIELD-MEM-READ-TRANSFER-PER-CYCLE","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-L2-READ. The fact uses canonical byte/cycle; COND-M2NA-CDNA3-L2-XCD retains the per-XCD scope."
"REQ-M2NA-AVAIL-0111","","COMP-M2NA-CDNA3-L2","","","","","","FIELD-MEM-MANAGEMENT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-L2|FIELD-MEM-MANAGEMENT","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-L2-MGMT"
"REQ-M2NA-AVAIL-0112","","COMP-M2NA-CDNA3-ICACHE","","","","","","FIELD-MEM-MANAGEMENT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-ICACHE|FIELD-MEM-MANAGEMENT","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-ICACHE-MGMT"
"REQ-M2NA-AVAIL-0113","","COMP-M2NA-CDNA3-ICACHE","","","","","","FIELD-MEM-CONSISTENCY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA3-ICACHE|FIELD-MEM-CONSISTENCY","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-ICACHE-CONSISTENCY"
"REQ-M2NA-AVAIL-0114","","","LINK-M2NA-CDNA3-IF-PKG","","","","","FIELD-INT-PROTOCOL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|link|LINK-M2NA-CDNA3-IF-PKG|FIELD-INT-PROTOCOL","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-IF-PROTOCOL"
"REQ-M2NA-AVAIL-0115","OBJ-AMD-CDNA3-ARCH","","","","","","","FIELD-SW-PROGRAMMING-MODEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|object|OBJ-AMD-CDNA3-ARCH|FIELD-SW-PROGRAMMING-MODEL","draft","Supporting staged fact_id: FACT-M2NA-CDNA3-SW"
"REQ-M2NA-AVAIL-0116","","COMP-M2NA-CDNA4-CU","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-CU|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-CU-EXEC"
"REQ-M2NA-AVAIL-0117","","COMP-M2NA-CDNA4-MATRIX","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-MATRIX|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-MATRIX-EXEC"
"REQ-M2NA-AVAIL-0118","","","","","PPATH-M2NA-CDNA4-MX","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MX|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-MX-A"
"REQ-M2NA-AVAIL-0119","","","","","PPATH-M2NA-CDNA4-MX","","","FIELD-NUM-SCALING-MODE","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MX|FIELD-NUM-SCALING-MODE","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-MX-SCALE"
"REQ-M2NA-AVAIL-0120","","","","","PPATH-M2NA-CDNA4-MX","","","FIELD-NUM-SCALING-GRANULARITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MX|FIELD-NUM-SCALING-GRANULARITY","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-MX-GRAN"
"REQ-M2NA-AVAIL-0121","","","","","PPATH-M2NA-CDNA4-MFMA-FP8","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MFMA-FP8|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-FP8-A"
"REQ-M2NA-AVAIL-0122","","","","","PPATH-M2NA-CDNA4-MFMA-FP8","","","FIELD-NUM-ACCUMULATION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MFMA-FP8|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-FP8-ACC"
"REQ-M2NA-AVAIL-0123","","","","","PPATH-M2NA-CDNA4-MFMA-FP16BF16","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MFMA-FP16BF16|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-FP16-A"
"REQ-M2NA-AVAIL-0124","","","","","PPATH-M2NA-CDNA4-MFMA-FP16BF16","","","FIELD-NUM-ACCUMULATION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MFMA-FP16BF16|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-FP16-ACC"
"REQ-M2NA-AVAIL-0125","","","","","PPATH-M2NA-CDNA4-MFMA-INT8","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MFMA-INT8|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-INT8-A"
"REQ-M2NA-AVAIL-0126","","","","","PPATH-M2NA-CDNA4-MFMA-INT8","","","FIELD-NUM-ACCUMULATION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MFMA-INT8|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-INT8-ACC"
"REQ-M2NA-AVAIL-0127","","","","","PPATH-M2NA-CDNA4-TF32-EMU","","","FIELD-NUM-CONVERSION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-TF32-EMU|FIELD-NUM-CONVERSION","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-TF32-CONV"
"REQ-M2NA-AVAIL-0128","","","","","PPATH-M2NA-CDNA4-MFMA-FP16BF16","","","FIELD-COMP-THROUGHPUT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MFMA-FP16BF16|FIELD-COMP-THROUGHPUT","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-MFP16-THR"
"REQ-M2NA-AVAIL-0129","","","","","PPATH-M2NA-CDNA4-MFMA-FP32","","","FIELD-COMP-THROUGHPUT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MFMA-FP32|FIELD-COMP-THROUGHPUT","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-MFP32-THR"
"REQ-M2NA-AVAIL-0130","","","","","PPATH-M2NA-CDNA4-MFMA-FP64","","","FIELD-COMP-THROUGHPUT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-MFMA-FP64|FIELD-COMP-THROUGHPUT","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-MFP64-THR"
"REQ-M2NA-AVAIL-0131","","","","","PPATH-M2NA-CDNA4-VECTOR-FP16","","","FIELD-COMP-THROUGHPUT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-VECTOR-FP16|FIELD-COMP-THROUGHPUT","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-VFP16-THR"
"REQ-M2NA-AVAIL-0132","","","","","PPATH-M2NA-CDNA4-VECTOR-FP32","","","FIELD-COMP-THROUGHPUT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-VECTOR-FP32|FIELD-COMP-THROUGHPUT","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-VFP32-THR"
"REQ-M2NA-AVAIL-0133","","","","","PPATH-M2NA-CDNA4-VECTOR-FP64","","","FIELD-COMP-THROUGHPUT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-CDNA4-VECTOR-FP64|FIELD-COMP-THROUGHPUT","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-VFP64-THR"
"REQ-M2NA-AVAIL-0134","","COMP-M2NA-CDNA4-TRANS","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-TRANS|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-TRANS-EXEC"
"REQ-M2NA-AVAIL-0135","","COMP-M2NA-CDNA4-CONVERT","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-CONVERT|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-CONVERT-EXEC"
"REQ-M2NA-AVAIL-0136","","COMP-M2NA-CDNA4-LDS","","","","","","FIELD-MEM-CAPACITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-LDS|FIELD-MEM-CAPACITY","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-LDS-CAP"
"REQ-M2NA-AVAIL-0137","","COMP-M2NA-CDNA4-LDS","","","","","","FIELD-MEM-READ-TRANSFER-PER-CYCLE","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-LDS|FIELD-MEM-READ-TRANSFER-PER-CYCLE","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-LDS-READ. The fact uses canonical byte/cycle; COND-M2NA-CDNA4-LDS-READ retains the per-CU scope."
"REQ-M2NA-AVAIL-0138","","COMP-M2NA-CDNA4-LDS","","","","","","FIELD-MEM-MANAGEMENT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-LDS|FIELD-MEM-MANAGEMENT","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-LDS-MGMT"
"REQ-M2NA-AVAIL-0139","","COMP-M2NA-CDNA4-LDS","","","","","","FIELD-MEM-DMA","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-LDS|FIELD-MEM-DMA","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-LDS-DMA"
"REQ-M2NA-AVAIL-0140","","COMP-M2NA-CDNA4-L1","","","","","","FIELD-MEM-CAPACITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-L1|FIELD-MEM-CAPACITY","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-L1-CAP"
"REQ-M2NA-AVAIL-0141","","COMP-M2NA-CDNA4-L1","","","","","","FIELD-MEM-GRANULARITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-L1|FIELD-MEM-GRANULARITY","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-L1-GRAN"
"REQ-M2NA-AVAIL-0142","","COMP-M2NA-CDNA4-L1","","","","","","FIELD-MEM-MANAGEMENT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-L1|FIELD-MEM-MANAGEMENT","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-L1-MGMT"
"REQ-M2NA-AVAIL-0143","","COMP-M2NA-CDNA4-L2","","","","","","FIELD-MEM-CAPACITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-L2|FIELD-MEM-CAPACITY","draft","Supporting staged fact_id: FACT-M2NA-CDNA4-L2-CAP"
"REQ-M2NA-AVAIL-0144","","COMP-M2NA-CDNA4-L2","","","","","","FIELD-MEM-BANKS","not_found","The whitepaper states 16 parallel L2 channels and 16-way associativity; neither term is an L2 bank count.","completed","2026-08-12","M2NA|component|COMP-M2NA-CDNA4-L2|FIELD-MEM-BANKS","needs_resolution","Removed FACT-M2NA-CDNA4-L2-BANKS because it misclassified channel count as bank count; see SEARCH-M2NA-0128."
