"enum_value_id","enum_name","enum_value","sort_order","definition","review_status","notes"
"ENUM-DERIVED-INPUT-ROLE-004","derived_input_role","offset","4","枚举 derived_input_role 的受控值 offset","approved",""
"ENUM-DERIVED-INPUT-ROLE-005","derived_input_role","other","5","枚举 derived_input_role 的受控值 other","approved",""
"ENUM-COMPLETENESS-STATUS-001","completeness_status","complete","1","枚举 completeness_status 的受控值 complete","approved",""
"ENUM-COMPLETENESS-STATUS-002","completeness_status","partial","2","枚举 completeness_status 的受控值 partial","approved",""
"ENUM-COMPLETENESS-STATUS-003","completeness_status","missing_public_data","3","枚举 completeness_status 的受控值 missing_public_data","approved",""
"ENUM-COMPLETENESS-STATUS-004","completeness_status","not_applicable","4","枚举 completeness_status 的受控值 not_applicable","approved",""
"ENUM-COMPLETENESS-STATUS-005","completeness_status","needs_review","5","枚举 completeness_status 的受控值 needs_review","approved",""
"ENUM-COMPLETENESS-DOMAIN-001","completeness_domain","identity","1","枚举 completeness_domain 的受控值 identity","approved",""
"ENUM-COMPLETENESS-DOMAIN-002","completeness_domain","physical","2","枚举 completeness_domain 的受控值 physical","approved",""
"ENUM-COMPLETENESS-DOMAIN-003","completeness_domain","compute","3","枚举 completeness_domain 的受控值 compute","approved",""
"ENUM-COMPLETENESS-DOMAIN-004","completeness_domain","numerics","4","枚举 completeness_domain 的受控值 numerics","approved",""
"ENUM-COMPLETENESS-DOMAIN-005","completeness_domain","memory","5","枚举 completeness_domain 的受控值 memory","approved",""
"ENUM-COMPLETENESS-DOMAIN-006","completeness_domain","interconnect","6","枚举 completeness_domain 的受控值 interconnect","approved",""
"ENUM-COMPLETENESS-DOMAIN-007","completeness_domain","special_engines","7","枚举 completeness_domain 的受控值 special_engines","approved",""
"ENUM-COMPLETENESS-DOMAIN-008","completeness_domain","software","8","枚举 completeness_domain 的受控值 software","approved",""
"ENUM-COMPLETENESS-DOMAIN-009","completeness_domain","evidence","9","枚举 completeness_domain 的受控值 evidence","approved",""
"ENUM-CHECK-STATUS-001","check_status","pending","1","枚举 check_status 的受控值 pending","approved",""
"ENUM-CHECK-STATUS-002","check_status","passed","2","枚举 check_status 的受控值 passed","approved",""
"ENUM-CHECK-STATUS-003","check_status","failed","3","枚举 check_status 的受控值 failed","approved",""
"ENUM-CHECK-STATUS-004","check_status","not_applicable","4","枚举 check_status 的受控值 not_applicable","approved",""
"ENUM-PRODUCT-STATUS-001","product_status","available","1","枚举 product_status 的受控值 available","approved",""
"ENUM-PRODUCT-STATUS-002","product_status","cloud_available","2","枚举 product_status 的受控值 cloud_available","approved",""
"ENUM-PRODUCT-STATUS-003","product_status","production_ramp","3","枚举 product_status 的受控值 production_ramp","approved",""
"ENUM-PRODUCT-STATUS-004","product_status","announced","4","枚举 product_status 的受控值 announced","approved",""
"ENUM-PRODUCT-STATUS-005","product_status","discontinued","5","枚举 product_status 的受控值 discontinued","approved",""
"ENUM-PRODUCT-STATUS-006","product_status","historical_anchor","6","枚举 product_status 的受控值 historical_anchor","approved",""
"ENUM-PRODUCT-STATUS-007","product_status","rumor_only","7","枚举 product_status 的受控值 rumor_only","approved",""
"ENUM-COOLING-MODE-001","cooling_mode","air","1","枚举 cooling_mode 的受控值 air","approved",""
"ENUM-COOLING-MODE-002","cooling_mode","liquid","2","枚举 cooling_mode 的受控值 liquid","approved",""
"ENUM-COOLING-MODE-003","cooling_mode","passive","3","枚举 cooling_mode 的受控值 passive","approved",""
"ENUM-COOLING-MODE-004","cooling_mode","hybrid","4","枚举 cooling_mode 的受控值 hybrid","approved",""
"ENUM-COOLING-MODE-005","cooling_mode","not_specified","5","枚举 cooling_mode 的受控值 not_specified","approved",""
"ENUM-MEMORY-MANAGEMENT-MODE-001","memory_management_mode","hardware_cache","1","枚举 memory_management_mode 的受控值 hardware_cache","approved",""
"ENUM-MEMORY-MANAGEMENT-MODE-002","memory_management_mode","software_scratchpad","2","枚举 memory_management_mode 的受控值 software_scratchpad","approved",""
"ENUM-MEMORY-MANAGEMENT-MODE-003","memory_management_mode","compiler_managed","3","枚举 memory_management_mode 的受控值 compiler_managed","approved",""
"ENUM-MEMORY-MANAGEMENT-MODE-004","memory_management_mode","mixed","4","枚举 memory_management_mode 的受控值 mixed","approved",""
"ENUM-MEMORY-MANAGEMENT-MODE-005","memory_management_mode","fixed_datapath","5","枚举 memory_management_mode 的受控值 fixed_datapath","approved",""
"ENUM-MEMORY-MANAGEMENT-MODE-006","memory_management_mode","logical_view","6","枚举 memory_management_mode 的受控值 logical_view","approved",""
"ENUM-MEMORY-MANAGEMENT-MODE-007","memory_management_mode","not_specified","7","枚举 memory_management_mode 的受控值 not_specified","approved",""
"ENUM-LOCALITY-SCOPE-001","locality_scope","thread","1","枚举 locality_scope 的受控值 thread","approved",""
"ENUM-LOCALITY-SCOPE-002","locality_scope","lane","2","枚举 locality_scope 的受控值 lane","approved",""
"ENUM-LOCALITY-SCOPE-003","locality_scope","warp_wave","3","枚举 locality_scope 的受控值 warp_wave","approved",""
"ENUM-LOCALITY-SCOPE-004","locality_scope","matrix_unit","4","枚举 locality_scope 的受控值 matrix_unit","approved",""
"ENUM-LOCALITY-SCOPE-005","locality_scope","vector_unit","5","枚举 locality_scope 的受控值 vector_unit","approved",""
"ENUM-LOCALITY-SCOPE-006","locality_scope","core","6","枚举 locality_scope 的受控值 core","approved",""
"ENUM-LOCALITY-SCOPE-007","locality_scope","compute_cluster","7","枚举 locality_scope 的受控值 compute_cluster","approved",""
"ENUM-LOCALITY-SCOPE-008","locality_scope","chiplet","8","枚举 locality_scope 的受控值 chiplet","approved",""
"ENUM-LOCALITY-SCOPE-009","locality_scope","die","9","枚举 locality_scope 的受控值 die","approved",""
"ENUM-LOCALITY-SCOPE-010","locality_scope","package","10","枚举 locality_scope 的受控值 package","approved",""
"ENUM-LOCALITY-SCOPE-011","locality_scope","card","11","枚举 locality_scope 的受控值 card","approved",""
"ENUM-LOCALITY-SCOPE-012","locality_scope","server","12","枚举 locality_scope 的受控值 server","approved",""
"ENUM-LOCALITY-SCOPE-013","locality_scope","rack","13","枚举 locality_scope 的受控值 rack","approved",""
"ENUM-LOCALITY-SCOPE-014","locality_scope","cluster","14","枚举 locality_scope 的受控值 cluster","approved",""
"ENUM-POOLING-MODE-001","pooling_mode","private_per_instance","1","枚举 pooling_mode 的受控值 private_per_instance","approved",""
"ENUM-POOLING-MODE-002","pooling_mode","distributed_not_pooled","2","枚举 pooling_mode 的受控值 distributed_not_pooled","approved",""
"ENUM-POOLING-MODE-003","pooling_mode","logically_shared_distributed","3","枚举 pooling_mode 的受控值 logically_shared_distributed","approved",""
"ENUM-POOLING-MODE-004","pooling_mode","physically_shared","4","枚举 pooling_mode 的受控值 physically_shared","approved",""
"ENUM-POOLING-MODE-005","pooling_mode","partitioned","5","枚举 pooling_mode 的受控值 partitioned","approved",""
"ENUM-POOLING-MODE-006","pooling_mode","logical_view_not_physical","6","枚举 pooling_mode 的受控值 logical_view_not_physical","approved",""
"ENUM-POOLING-MODE-007","pooling_mode","unresolved","7","枚举 pooling_mode 的受控值 unresolved","approved",""
"ENUM-AGGREGATION-VALIDITY-001","aggregation_validity","not_aggregatable","1","枚举 aggregation_validity 的受控值 not_aggregatable","approved",""
"ENUM-AGGREGATION-VALIDITY-002","aggregation_validity","aggregate_capacity_only","2","枚举 aggregation_validity 的受控值 aggregate_capacity_only","approved",""
"ENUM-AGGREGATION-VALIDITY-003","aggregation_validity","aggregate_bandwidth_only","3","枚举 aggregation_validity 的受控值 aggregate_bandwidth_only","approved",""
"ENUM-AGGREGATION-VALIDITY-004","aggregation_validity","capacity_and_bandwidth","4","枚举 aggregation_validity 的受控值 capacity_and_bandwidth","approved",""
"ENUM-AGGREGATION-VALIDITY-005","aggregation_validity","unresolved","5","枚举 aggregation_validity 的受控值 unresolved","approved",""
"ENUM-READ-WRITE-MODEL-001","read_write_model","separate_read_write","1","枚举 read_write_model 的受控值 separate_read_write","approved",""
"ENUM-READ-WRITE-MODEL-002","read_write_model","shared_read_write","2","枚举 read_write_model 的受控值 shared_read_write","approved",""
"ENUM-READ-WRITE-MODEL-003","read_write_model","full_duplex","3","枚举 read_write_model 的受控值 full_duplex","approved",""
"ENUM-READ-WRITE-MODEL-004","read_write_model","half_duplex","4","枚举 read_write_model 的受控值 half_duplex","approved",""
"ENUM-READ-WRITE-MODEL-005","read_write_model","interface_aggregate","5","枚举 read_write_model 的受控值 interface_aggregate","approved",""
"ENUM-READ-WRITE-MODEL-006","read_write_model","not_specified","6","枚举 read_write_model 的受控值 not_specified","approved",""
"ENUM-IMPLEMENTATION-LEVEL-001","implementation_level","dedicated_physical_module","1","枚举 implementation_level 的受控值 dedicated_physical_module","approved",""
"ENUM-IMPLEMENTATION-LEVEL-002","implementation_level","dedicated_instruction","2","枚举 implementation_level 的受控值 dedicated_instruction","approved",""
"ENUM-IMPLEMENTATION-LEVEL-003","implementation_level","configurable_engine","3","枚举 implementation_level 的受控值 configurable_engine","approved",""
"ENUM-IMPLEMENTATION-LEVEL-004","implementation_level","general_compute_path","4","枚举 implementation_level 的受控值 general_compute_path","approved",""
"ENUM-IMPLEMENTATION-LEVEL-005","implementation_level","network_offload","5","枚举 implementation_level 的受控值 network_offload","approved",""
"ENUM-IMPLEMENTATION-LEVEL-006","implementation_level","compiler_optimization","6","枚举 implementation_level 的受控值 compiler_optimization","approved",""
"ENUM-IMPLEMENTATION-LEVEL-007","implementation_level","library_implementation","7","枚举 implementation_level 的受控值 library_implementation","approved",""
"ENUM-TOPOLOGY-TYPE-001","topology_type","ring","1","枚举 topology_type 的受控值 ring","approved",""
"ENUM-TOPOLOGY-TYPE-002","topology_type","mesh","2","枚举 topology_type 的受控值 mesh","approved",""
"ENUM-TOPOLOGY-TYPE-003","topology_type","torus","3","枚举 topology_type 的受控值 torus","approved",""
"ENUM-TOPOLOGY-TYPE-004","topology_type","fully_connected","4","枚举 topology_type 的受控值 fully_connected","approved",""
"ENUM-TOPOLOGY-TYPE-005","topology_type","tree","5","枚举 topology_type 的受控值 tree","approved",""
"ENUM-TOPOLOGY-TYPE-006","topology_type","fat_tree","6","枚举 topology_type 的受控值 fat_tree","approved",""
"ENUM-TOPOLOGY-TYPE-007","topology_type","dragonfly","7","枚举 topology_type 的受控值 dragonfly","approved",""
"ENUM-TOPOLOGY-TYPE-008","topology_type","switched_fabric","8","枚举 topology_type 的受控值 switched_fabric","approved",""
"ENUM-TOPOLOGY-TYPE-009","topology_type","hybrid","9","枚举 topology_type 的受控值 hybrid","approved",""
"ENUM-TOPOLOGY-TYPE-010","topology_type","not_specified","10","枚举 topology_type 的受控值 not_specified","approved",""
"ENUM-SCALING-MODE-001","scaling_mode","per_tensor","1","枚举 scaling_mode 的受控值 per_tensor","approved",""
"ENUM-SCALING-MODE-002","scaling_mode","per_channel","2","枚举 scaling_mode 的受控值 per_channel","approved",""
"ENUM-SCALING-MODE-003","scaling_mode","per_row","3","枚举 scaling_mode 的受控值 per_row","approved",""
"ENUM-SCALING-MODE-004","scaling_mode","per_column","4","枚举 scaling_mode 的受控值 per_column","approved",""
"ENUM-SCALING-MODE-005","scaling_mode","per_block","5","枚举 scaling_mode 的受控值 per_block","approved",""
"ENUM-SCALING-MODE-006","scaling_mode","shared_exponent","6","枚举 scaling_mode 的受控值 shared_exponent","approved",""
"ENUM-ROUNDING-MODE-001","rounding_mode","rne","1","枚举 rounding_mode 的受控值 rne","approved",""
"ENUM-ROUNDING-MODE-002","rounding_mode","rtz","2","枚举 rounding_mode 的受控值 rtz","approved",""
"ENUM-ROUNDING-MODE-003","rounding_mode","stochastic","3","枚举 rounding_mode 的受控值 stochastic","approved",""
"ENUM-ROUNDING-MODE-004","rounding_mode","implementation_defined","4","枚举 rounding_mode 的受控值 implementation_defined","approved",""
"ENUM-ROUNDING-MODE-005","rounding_mode","not_specified","5","枚举 rounding_mode 的受控值 not_specified","approved",""
"ENUM-SATURATION-MODE-001","saturation_mode","saturate","1","枚举 saturation_mode 的受控值 saturate","approved",""
"ENUM-SATURATION-MODE-002","saturation_mode","wrap","2","枚举 saturation_mode 的受控值 wrap","approved",""
"ENUM-SATURATION-MODE-003","saturation_mode","exception","3","枚举 saturation_mode 的受控值 exception","approved",""
"ENUM-SATURATION-MODE-004","saturation_mode","not_specified","4","枚举 saturation_mode 的受控值 not_specified","approved",""
"ENUM-SUBNORMAL-MODE-001","subnormal_mode","preserve","1","枚举 subnormal_mode 的受控值 preserve","approved",""
"ENUM-SUBNORMAL-MODE-002","subnormal_mode","flush_to_zero","2","枚举 subnormal_mode 的受控值 flush_to_zero","approved",""
"ENUM-SUBNORMAL-MODE-003","subnormal_mode","format_dependent","3","枚举 subnormal_mode 的受控值 format_dependent","approved",""
"ENUM-SUBNORMAL-MODE-004","subnormal_mode","not_specified","4","枚举 subnormal_mode 的受控值 not_specified","approved",""
"ENUM-SOURCE-FAMILY-KIND-001","source_family_kind","document_revision_series","1","枚举 source_family_kind 的受控值 document_revision_series","approved",""
"ENUM-SOURCE-FAMILY-KIND-002","source_family_kind","publication_versions","2","枚举 source_family_kind 的受控值 publication_versions","approved",""
"ENUM-SOURCE-FAMILY-KIND-003","source_family_kind","mirrored_content","3","枚举 source_family_kind 的受控值 mirrored_content","approved",""
"ENUM-SOURCE-FAMILY-KIND-004","source_family_kind","dynamic_page_history","4","枚举 source_family_kind 的受控值 dynamic_page_history","approved",""
"ENUM-SOURCE-FAMILY-KIND-005","source_family_kind","event_material_set","5","枚举 source_family_kind 的受控值 event_material_set","approved",""
"ENUM-SOURCE-FAMILY-KIND-006","source_family_kind","other","6","枚举 source_family_kind 的受控值 other","approved",""
"ENUM-SOURCE-TYPE-001","source_type","datasheet","1","枚举 source_type 的受控值 datasheet","approved",""
"ENUM-SOURCE-TYPE-002","source_type","product_brief","2","枚举 source_type 的受控值 product_brief","approved",""
"ENUM-SOURCE-TYPE-003","source_type","architecture_whitepaper","3","枚举 source_type 的受控值 architecture_whitepaper","approved",""
"ENUM-SOURCE-TYPE-004","source_type","architecture_paper","4","枚举 source_type 的受控值 architecture_paper","approved",""
"ENUM-SOURCE-TYPE-005","source_type","developer_documentation","5","枚举 source_type 的受控值 developer_documentation","approved",""
"ENUM-SOURCE-TYPE-006","source_type","api_or_isa_documentation","6","枚举 source_type 的受控值 api_or_isa_documentation","approved",""
"ENUM-SOURCE-TYPE-007","source_type","product_page","7","枚举 source_type 的受控值 product_page","approved",""
"ENUM-SOURCE-TYPE-008","source_type","cloud_service_documentation","8","枚举 source_type 的受控值 cloud_service_documentation","approved",""
"ENUM-SOURCE-TYPE-009","source_type","press_release","9","枚举 source_type 的受控值 press_release","approved",""
"ENUM-SOURCE-TYPE-010","source_type","benchmark_result","10","枚举 source_type 的受控值 benchmark_result","approved",""
"ENUM-SOURCE-TYPE-011","source_type","microbenchmark","11","枚举 source_type 的受控值 microbenchmark","approved",""
"ENUM-SOURCE-TYPE-012","source_type","teardown","12","枚举 source_type 的受控值 teardown","approved",""
"ENUM-SOURCE-TYPE-013","source_type","conference_talk","13","枚举 source_type 的受控值 conference_talk","approved",""
"ENUM-SOURCE-TYPE-014","source_type","interview","14","枚举 source_type 的受控值 interview","approved",""
"ENUM-SOURCE-TYPE-015","source_type","media_report","15","枚举 source_type 的受控值 media_report","approved",""
"ENUM-SOURCE-TYPE-016","source_type","standard","16","枚举 source_type 的受控值 standard","approved",""
"ENUM-SOURCE-TYPE-017","source_type","source_code","17","枚举 source_type 的受控值 source_code","approved",""
"ENUM-SOURCE-TYPE-018","source_type","other","18","枚举 source_type 的受控值 other","approved",""
"ENUM-SOURCE-AUTHORITY-001","source_authority","first_party","1","枚举 source_authority 的受控值 first_party","approved",""
"ENUM-SOURCE-AUTHORITY-002","source_authority","standards_body","2","枚举 source_authority 的受控值 standards_body","approved",""
"ENUM-SOURCE-AUTHORITY-003","source_authority","peer_reviewed","3","枚举 source_authority 的受控值 peer_reviewed","approved",""
"ENUM-SOURCE-AUTHORITY-004","source_authority","independent_measurement","4","枚举 source_authority 的受控值 independent_measurement","approved",""
"ENUM-SOURCE-AUTHORITY-005","source_authority","independent_analysis","5","枚举 source_authority 的受控值 independent_analysis","approved",""
"ENUM-SOURCE-AUTHORITY-006","source_authority","media","6","枚举 source_authority 的受控值 media","approved",""
"ENUM-SOURCE-AUTHORITY-007","source_authority","unknown","7","枚举 source_authority 的受控值 unknown","approved",""
"ENUM-SOURCE-STATUS-001","source_status","current","1","枚举 source_status 的受控值 current","approved",""
"ENUM-SOURCE-STATUS-002","source_status","superseded","2","枚举 source_status 的受控值 superseded","approved",""
"ENUM-SOURCE-STATUS-003","source_status","withdrawn","3","枚举 source_status 的受控值 withdrawn","approved",""
"ENUM-SOURCE-STATUS-004","source_status","inaccessible","4","枚举 source_status 的受控值 inaccessible","approved",""
"ENUM-SOURCE-STATUS-005","source_status","dynamic_unfrozen","5","枚举 source_status 的受控值 dynamic_unfrozen","approved",""
"ENUM-SOURCE-STATUS-006","source_status","pending_verification","6","枚举 source_status 的受控值 pending_verification","approved",""
"ENUM-ENDPOINT-TYPE-001","endpoint_type","publisher_page","1","枚举 endpoint_type 的受控值 publisher_page","approved",""
"ENUM-ENDPOINT-TYPE-002","endpoint_type","doi_landing","2","枚举 endpoint_type 的受控值 doi_landing","approved",""
"ENUM-ENDPOINT-TYPE-003","endpoint_type","html_page","3","枚举 endpoint_type 的受控值 html_page","approved",""
"ENUM-ENDPOINT-TYPE-004","endpoint_type","pdf_direct","4","枚举 endpoint_type 的受控值 pdf_direct","approved",""
"ENUM-ENDPOINT-TYPE-005","endpoint_type","local_pdf","5","枚举 endpoint_type 的受控值 local_pdf","approved",""
"ENUM-ENDPOINT-TYPE-006","endpoint_type","web_snapshot","6","枚举 endpoint_type 的受控值 web_snapshot","approved",""
"ENUM-ENDPOINT-TYPE-007","endpoint_type","repository","7","枚举 endpoint_type 的受控值 repository","approved",""
"ENUM-ENDPOINT-TYPE-008","endpoint_type","video","8","枚举 endpoint_type 的受控值 video","approved",""
"ENUM-ENDPOINT-TYPE-009","endpoint_type","other","9","枚举 endpoint_type 的受控值 other","approved",""
"ENUM-ACCESSIBILITY-STATUS-001","accessibility_status","accessible","1","枚举 accessibility_status 的受控值 accessible","approved",""
"ENUM-ACCESSIBILITY-STATUS-002","accessibility_status","inaccessible","2","枚举 accessibility_status 的受控值 inaccessible","approved",""
"ENUM-ACCESSIBILITY-STATUS-003","accessibility_status","restricted","3","枚举 accessibility_status 的受控值 restricted","approved",""
"ENUM-ACCESSIBILITY-STATUS-004","accessibility_status","pending_verification","4","枚举 accessibility_status 的受控值 pending_verification","approved",""
"ENUM-CLAIM-ROLE-001","claim_role","identity","1","枚举 claim_role 的受控值 identity","approved",""
"ENUM-CLAIM-ROLE-002","claim_role","core_spec","2","枚举 claim_role 的受控值 core_spec","approved",""
"ENUM-CLAIM-ROLE-003","claim_role","architecture_mechanism","3","枚举 claim_role 的受控值 architecture_mechanism","approved",""
"ENUM-CLAIM-ROLE-004","claim_role","independent_validation","4","枚举 claim_role 的受控值 independent_validation","approved",""
"ENUM-CLAIM-ROLE-005","claim_role","conflict_evidence","5","枚举 claim_role 的受控值 conflict_evidence","approved",""
"ENUM-CLAIM-ROLE-006","claim_role","status_version","6","枚举 claim_role 的受控值 status_version","approved",""
"ENUM-CLAIM-ROLE-007","claim_role","missing_status","7","枚举 claim_role 的受控值 missing_status","approved",""
"ENUM-CLAIM-ROLE-008","claim_role","other","8","枚举 claim_role 的受控值 other","approved",""
"ENUM-ASSERTION-MODE-001","assertion_mode","direct_statement","1","枚举 assertion_mode 的受控值 direct_statement","approved",""
"ENUM-ASSERTION-MODE-002","assertion_mode","measured","2","枚举 assertion_mode 的受控值 measured","approved",""
"ENUM-ASSERTION-MODE-003","assertion_mode","derived","3","枚举 assertion_mode 的受控值 derived","approved",""
"ENUM-ASSERTION-MODE-004","assertion_mode","inferred","4","枚举 assertion_mode 的受控值 inferred","approved",""
"ENUM-ASSERTION-RELATION-001","assertion_relation","supports","1","枚举 assertion_relation 的受控值 supports","approved",""
"ENUM-ASSERTION-RELATION-002","assertion_relation","contradicts","2","枚举 assertion_relation 的受控值 contradicts","approved",""
"ENUM-ASSERTION-RELATION-003","assertion_relation","qualifies","3","枚举 assertion_relation 的受控值 qualifies","approved",""
"ENUM-ASSERTION-RELATION-004","assertion_relation","supersedes","4","枚举 assertion_relation 的受控值 supersedes","approved",""
"ENUM-EXTRACTION-STATUS-001","extraction_status","pending","1","枚举 extraction_status 的受控值 pending","approved",""
"ENUM-EXTRACTION-STATUS-002","extraction_status","extracted","2","枚举 extraction_status 的受控值 extracted","approved",""
"ENUM-EXTRACTION-STATUS-003","extraction_status","source_checked","3","枚举 extraction_status 的受控值 source_checked","approved",""
"ENUM-EXTRACTION-STATUS-004","extraction_status","independently_reviewed","4","枚举 extraction_status 的受控值 independently_reviewed","approved",""
"ENUM-REQUIREMENT-EVIDENCE-RELATION-001","requirement_evidence_relation","supports_not_public","1","枚举 requirement_evidence_relation 的受控值 supports_not_public","approved",""
"ENUM-REQUIREMENT-EVIDENCE-RELATION-002","requirement_evidence_relation","supports_not_applicable","2","枚举 requirement_evidence_relation 的受控值 supports_not_applicable","approved",""
"ENUM-REQUIREMENT-EVIDENCE-RELATION-003","requirement_evidence_relation","supports_inaccessible","3","枚举 requirement_evidence_relation 的受控值 supports_inaccessible","approved",""
"ENUM-REQUIREMENT-EVIDENCE-RELATION-004","requirement_evidence_relation","supports_pending","4","枚举 requirement_evidence_relation 的受控值 supports_pending","approved",""
"ENUM-REQUIREMENT-EVIDENCE-RELATION-005","requirement_evidence_relation","other","5","枚举 requirement_evidence_relation 的受控值 other","approved",""
"ENUM-SCREENING-STATUS-001","screening_status","pending","1","枚举 screening_status 的受控值 pending","approved",""
"ENUM-SCREENING-STATUS-002","screening_status","selected","2","枚举 screening_status 的受控值 selected","approved",""
"ENUM-SCREENING-STATUS-003","screening_status","lead_only","3","枚举 screening_status 的受控值 lead_only","approved",""
"ENUM-SCREENING-STATUS-004","screening_status","redundant_covered","4","枚举 screening_status 的受控值 redundant_covered","approved",""
"ENUM-SCREENING-STATUS-005","screening_status","superseded","5","枚举 screening_status 的受控值 superseded","approved",""
"ENUM-SCREENING-STATUS-006","screening_status","out_of_scope","6","枚举 screening_status 的受控值 out_of_scope","approved",""
"ENUM-SCREENING-STATUS-007","screening_status","inaccessible","7","枚举 screening_status 的受控值 inaccessible","approved",""
"ENUM-SCREENING-STATUS-008","screening_status","rejected_unreliable","8","枚举 screening_status 的受控值 rejected_unreliable","approved",""
"ENUM-FULL-TEXT-READ-STATUS-001","full_text_read_status","not_read","1","枚举 full_text_read_status 的受控值 not_read","approved",""
"ENUM-FULL-TEXT-READ-STATUS-002","full_text_read_status","partially_read","2","枚举 full_text_read_status 的受控值 partially_read","approved",""
"ENUM-FULL-TEXT-READ-STATUS-003","full_text_read_status","relevant_sections_read","3","枚举 full_text_read_status 的受控值 relevant_sections_read","approved",""
"ENUM-FULL-TEXT-READ-STATUS-004","full_text_read_status","full_text_read","4","枚举 full_text_read_status 的受控值 full_text_read","approved",""
"ENUM-FULL-TEXT-READ-STATUS-005","full_text_read_status","inaccessible","5","枚举 full_text_read_status 的受控值 inaccessible","approved",""
"ENUM-SELECTED-ROLE-001","selected_role","identity","1","枚举 selected_role 的受控值 identity","approved",""
"ENUM-SELECTED-ROLE-002","selected_role","core_spec","2","枚举 selected_role 的受控值 core_spec","approved",""
"ENUM-SELECTED-ROLE-003","selected_role","architecture_mechanism","3","枚举 selected_role 的受控值 architecture_mechanism","approved",""
"ENUM-SELECTED-ROLE-004","selected_role","independent_validation","4","枚举 selected_role 的受控值 independent_validation","approved",""
"ENUM-SELECTED-ROLE-005","selected_role","conflict_evidence","5","枚举 selected_role 的受控值 conflict_evidence","approved",""
"ENUM-SELECTED-ROLE-006","selected_role","status_version_evidence","6","枚举 selected_role 的受控值 status_version_evidence","approved",""
"ENUM-COVERAGE-SCOPE-001","coverage_scope","all_supported_facts","1","枚举 coverage_scope 的受控值 all_supported_facts","approved",""
"ENUM-COVERAGE-SCOPE-002","coverage_scope","selected_fact_set","2","枚举 coverage_scope 的受控值 selected_fact_set","approved",""
"ENUM-COVERAGE-SCOPE-003","coverage_scope","source_version","3","枚举 coverage_scope 的受控值 source_version","approved",""
"ENUM-COVERAGE-SCOPE-004","coverage_scope","access_endpoint","4","枚举 coverage_scope 的受控值 access_endpoint","approved",""
"ENUM-EQUIVALENCE-STATUS-001","equivalence_status","fully_covered","1","枚举 equivalence_status 的受控值 fully_covered","approved",""
"ENUM-EQUIVALENCE-STATUS-002","equivalence_status","partially_covered","2","枚举 equivalence_status 的受控值 partially_covered","approved",""
"ENUM-EQUIVALENCE-STATUS-003","equivalence_status","stronger_for_same_claim","3","枚举 equivalence_status 的受控值 stronger_for_same_claim","approved",""
"ENUM-EQUIVALENCE-STATUS-004","equivalence_status","same_content","4","枚举 equivalence_status 的受控值 same_content","approved",""
"ENUM-EQUIVALENCE-STATUS-005","equivalence_status","not_equivalent","5","枚举 equivalence_status 的受控值 not_equivalent","approved",""
"ENUM-SELECTION-SCOPE-KIND-001","selection_scope_kind","global","1","枚举 selection_scope_kind 的受控值 global","approved",""
"ENUM-SELECTION-SCOPE-KIND-002","selection_scope_kind","vendor","2","枚举 selection_scope_kind 的受控值 vendor","approved",""
"ENUM-SELECTION-SCOPE-KIND-003","selection_scope_kind","object","3","枚举 selection_scope_kind 的受控值 object","approved",""
"ENUM-SELECTION-SCOPE-KIND-004","selection_scope_kind","source_family","4","枚举 selection_scope_kind 的受控值 source_family","approved",""
"ENUM-SELECTION-SCOPE-KIND-005","selection_scope_kind","custom","5","枚举 selection_scope_kind 的受控值 custom","approved",""
"ENUM-SELECTION-RUN-STATUS-001","selection_run_status","draft","1","枚举 selection_run_status 的受控值 draft","approved",""
"ENUM-SELECTION-RUN-STATUS-002","selection_run_status","reviewed","2","枚举 selection_run_status 的受控值 reviewed","approved",""
"ENUM-SELECTION-RUN-STATUS-003","selection_run_status","approved","3","枚举 selection_run_status 的受控值 approved","approved",""
"ENUM-SELECTION-RUN-STATUS-004","selection_run_status","superseded","4","枚举 selection_run_status 的受控值 superseded","approved",""
"ENUM-CONFLICT-TYPE-001","conflict_type","value_disagreement","1","枚举 conflict_type 的受控值 value_disagreement","approved",""
"ENUM-CONFLICT-TYPE-002","conflict_type","unit_disagreement","2","枚举 conflict_type 的受控值 unit_disagreement","approved",""
"ENUM-CONFLICT-TYPE-003","conflict_type","scope_disagreement","3","枚举 conflict_type 的受控值 scope_disagreement","approved",""
"ENUM-CONFLICT-TYPE-004","conflict_type","condition_disagreement","4","枚举 conflict_type 的受控值 condition_disagreement","approved",""
"ENUM-CONFLICT-TYPE-005","conflict_type","version_change","5","枚举 conflict_type 的受控值 version_change","approved",""
"ENUM-CONFLICT-TYPE-006","conflict_type","terminology_ambiguity","6","枚举 conflict_type 的受控值 terminology_ambiguity","approved",""
"ENUM-CONFLICT-TYPE-007","conflict_type","source_error_suspected","7","枚举 conflict_type 的受控值 source_error_suspected","approved",""
"ENUM-CONFLICT-RESOLUTION-STATUS-001","conflict_resolution_status","unreviewed","1","枚举 conflict_resolution_status 的受控值 unreviewed","approved",""
"ENUM-CONFLICT-RESOLUTION-STATUS-002","conflict_resolution_status","conditions_reconciled","2","枚举 conflict_resolution_status 的受控值 conditions_reconciled","approved",""
"ENUM-CONFLICT-RESOLUTION-STATUS-003","conflict_resolution_status","version_reconciled","3","枚举 conflict_resolution_status 的受控值 version_reconciled","approved",""
