"condition_set_id","condition_fingerprint","precision_path_id","sparsity_mode","sparsity_pattern","operation_type","operation_count_rule","performance_basis","support_level","power_mode","frequency_value","frequency_unit","software_version","workload_stage","bandwidth_direction","aggregation_scope","traffic_basis","measurement_scope","effective_date","review_status","notes"
"COND-AWS-TRN2-48XL-FP8-SPARSE","CFP-COND-AWS-TRN2-48XL-FP8-SPARSE","PP-AWS-TRN2-48XL-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-48XL-BF16-SPARSE","CFP-COND-AWS-TRN2-48XL-BF16-SPARSE","PP-AWS-TRN2-48XL-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-48XL-FP16-SPARSE","CFP-COND-AWS-TRN2-48XL-FP16-SPARSE","PP-AWS-TRN2-48XL-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-48XL-TF32-SPARSE","CFP-COND-AWS-TRN2-48XL-TF32-SPARSE","PP-AWS-TRN2-48XL-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP8-DENSE","CFP-COND-AWS-TRN2-TRN2U-48XL-FP8-DENSE","PP-AWS-TRN2U-48XL-FP8","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-BF16-DENSE","CFP-COND-AWS-TRN2-TRN2U-48XL-BF16-DENSE","PP-AWS-TRN2U-48XL-BF16","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP16-DENSE","CFP-COND-AWS-TRN2-TRN2U-48XL-FP16-DENSE","PP-AWS-TRN2U-48XL-FP16","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-TF32-DENSE","CFP-COND-AWS-TRN2-TRN2U-48XL-TF32-DENSE","PP-AWS-TRN2U-48XL-TF32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP32-DENSE","CFP-COND-AWS-TRN2-TRN2U-48XL-FP32-DENSE","PP-AWS-TRN2U-48XL-FP32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP8-SPARSE","CFP-COND-AWS-TRN2-TRN2U-48XL-FP8-SPARSE","PP-AWS-TRN2U-48XL-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-BF16-SPARSE","CFP-COND-AWS-TRN2-TRN2U-48XL-BF16-SPARSE","PP-AWS-TRN2U-48XL-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP16-SPARSE","CFP-COND-AWS-TRN2-TRN2U-48XL-FP16-SPARSE","PP-AWS-TRN2U-48XL-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-TF32-SPARSE","CFP-COND-AWS-TRN2-TRN2U-48XL-TF32-SPARSE","PP-AWS-TRN2U-48XL-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-ULTRA64-FP8-DENSE","CFP-COND-AWS-TRN2-ULTRA64-FP8-DENSE","PP-AWS-TRN2-ULTRA64-FP8","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-ULTRA64-BF16-DENSE","CFP-COND-AWS-TRN2-ULTRA64-BF16-DENSE","PP-AWS-TRN2-ULTRA64-BF16","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-ULTRA64-FP16-DENSE","CFP-COND-AWS-TRN2-ULTRA64-FP16-DENSE","PP-AWS-TRN2-ULTRA64-FP16","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-ULTRA64-TF32-DENSE","CFP-COND-AWS-TRN2-ULTRA64-TF32-DENSE","PP-AWS-TRN2-ULTRA64-TF32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-ULTRA64-FP32-DENSE","CFP-COND-AWS-TRN2-ULTRA64-FP32-DENSE","PP-AWS-TRN2-ULTRA64-FP32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-ULTRA64-FP8-SPARSE","CFP-COND-AWS-TRN2-ULTRA64-FP8-SPARSE","PP-AWS-TRN2-ULTRA64-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-ULTRA64-BF16-SPARSE","CFP-COND-AWS-TRN2-ULTRA64-BF16-SPARSE","PP-AWS-TRN2-ULTRA64-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-ULTRA64-FP16-SPARSE","CFP-COND-AWS-TRN2-ULTRA64-FP16-SPARSE","PP-AWS-TRN2-ULTRA64-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-ULTRA64-TF32-SPARSE","CFP-COND-AWS-TRN2-ULTRA64-TF32-SPARSE","PP-AWS-TRN2-ULTRA64-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-48XL-FP8-SPARSE-HIST2024","CFP-COND-AWS-TRN2-48XL-FP8-SPARSE-HIST2024","PP-AWS-TRN2-48XL-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-48XL-BF16-SPARSE-HIST2024","CFP-COND-AWS-TRN2-48XL-BF16-SPARSE-HIST2024","PP-AWS-TRN2-48XL-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-48XL-FP16-SPARSE-HIST2024","CFP-COND-AWS-TRN2-48XL-FP16-SPARSE-HIST2024","PP-AWS-TRN2-48XL-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-48XL-TF32-SPARSE-HIST2024","CFP-COND-AWS-TRN2-48XL-TF32-SPARSE-HIST2024","PP-AWS-TRN2-48XL-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP8-SPARSE-HIST2024","CFP-COND-AWS-TRN2-TRN2U-48XL-FP8-SPARSE-HIST2024","PP-AWS-TRN2U-48XL-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-TRN2U-48XL-BF16-SPARSE-HIST2024","CFP-COND-AWS-TRN2-TRN2U-48XL-BF16-SPARSE-HIST2024","PP-AWS-TRN2U-48XL-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP16-SPARSE-HIST2024","CFP-COND-AWS-TRN2-TRN2U-48XL-FP16-SPARSE-HIST2024","PP-AWS-TRN2U-48XL-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-TRN2U-48XL-TF32-SPARSE-HIST2024","CFP-COND-AWS-TRN2-TRN2U-48XL-TF32-SPARSE-HIST2024","PP-AWS-TRN2U-48XL-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-BW-CHIP","CFP-COND-AWS-TRN2-BW-CHIP","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","direction_not_specified","per_endpoint","vendor_nameplate","per_object","","draft","芯片级容量或带宽条件"
"COND-AWS-TRN2-BW-PER-COMP","CFP-COND-AWS-TRN2-BW-PER-COMP","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","direction_not_specified","per_endpoint","vendor_nameplate","per_component","","draft","每组件容量或带宽条件"
"COND-AWS-TRN2-BW-GPSIMD-TOTAL","CFP-COND-AWS-TRN2-BW-GPSIMD-TOTAL","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","bidirectional_aggregate","per_endpoint","vendor_nameplate","per_component","","draft","每 NCv3 GPSIMD DMA 总计"
"COND-AWS-TRN2-BW-GPSIMD-READ","CFP-COND-AWS-TRN2-BW-GPSIMD-READ","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","rx","per_endpoint","vendor_nameplate","per_component","","draft","每 NCv3 GPSIMD DMA 读方向"
"COND-AWS-TRN2-BW-GPSIMD-WRITE","CFP-COND-AWS-TRN2-BW-GPSIMD-WRITE","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","tx","per_endpoint","vendor_nameplate","per_component","","draft","每 NCv3 GPSIMD DMA 写方向"
"COND-AWS-TRN2-BW-INSTANCE","CFP-COND-AWS-TRN2-BW-INSTANCE","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","direction_not_specified","per_endpoint","vendor_nameplate","per_instance","","draft","实例级聚合带宽"
"COND-AWS-TRN2-BW-SYSTEM","CFP-COND-AWS-TRN2-BW-SYSTEM","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","direction_not_specified","system_total","vendor_nameplate","per_system","","draft","系统级聚合带宽"
"COND-AWS-TRN2-BW-SYSTEM-SCOPE-UNRESOLVED","CFP-COND-AWS-TRN2-BW-SYSTEM-SCOPE-UNRESOLVED","","not_applicable","","data_move","not_specified","vendor_label_unresolved","hardware_peak_published","","","","Neuron docs 2.29.1","","direction_not_specified","not_specified","vendor_nameplate","per_system","","draft","UltraServer EFA 报告值；聚合范围未由 S6 说明"
"COND-AWS-TRN2-STATUS-2024-12-03","CFP-COND-AWS-TRN2-STATUS-2024-12-03","","not_applicable","","fixed_function","not_specified","vendor_label_unresolved","hardware_capability","","","","","","","","","per_object","2024-12-03","draft","固定公告日期状态"
"COND-AWS-TRN2-STATUS-OBS-2026-08-12","CFP-COND-AWS-TRN2-STATUS-OBS-2026-08-12","","not_applicable","","fixed_function","not_specified","vendor_label_unresolved","hardware_capability","","","","Neuron docs 2.29.1","","","","","per_object","2026-08-12","draft","动态产品页观察状态"
"COND-AWS-TRN2-DERIVED-BALANCE","CFP-COND-AWS-TRN2-DERIVED-BALANCE","","not_applicable","","data_move","not_specified","public_derived","hardware_peak_published","","","","Neuron docs 2.29.1","","direction_not_specified","per_endpoint","vendor_nameplate","per_object","","draft","芯片聚合规格机器平衡的共同条件；具体精度路径由各派生事实指向。"
"COND-CAMBRICON-MLU590-WAIC-2022","Cambricon MLU590|WAIC statement|effective 2022-09-02","","","","","","","","","","","","training","","","","","2022-09-02","draft","Historical vendor statement at WAIC. Relative performance, memory and PCIe claims are not normalized into numeric facts."
"COND-CAMBRICON-MLU590-MLUOPS-67B3707F","Cambricon MLU590|MLU-OPS commit 67b3707f9ce55718490534955903a007ae86f517|software target","","","","","","","compiler_type","","","","MLU-OPS docs v1.13.0; commit 67b3707f9ce55718490534955903a007ae86f517","not_specified","","","","","2026-08-07","draft","Software build-target condition only; no physical-capacity interpretation."
"COND-M2GA-ATRN3-ROUND-RNE","Trainium3|PP-M2GA-ATRN3-BF16|fp32_to_bf16_psum_write|rne","PP-M2GA-ATRN3-BF16","","","matrix_mma","","","","","","","","","","","","","","draft","RNE 作为 FP32→BF16 PSUM 写回的可选舍入模式"
"COND-M2GA-ATRN3-ROUND-STOCHASTIC","Trainium3|PP-M2GA-ATRN3-BF16|fp32_to_bf16_psum_write|stochastic","PP-M2GA-ATRN3-BF16","","","matrix_mma","","","","","","","","","","","","","","draft","随机舍入作为 FP32→BF16 PSUM 写回的可选舍入模式"
