"operation_order","table_path","operation","pk_column","pk_value","reason","status"
"138","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2-48XLARGE-INTERCONNECT","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"139","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2-48XLARGE-SPECIAL_ENGINES","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"140","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2-48XLARGE-SOFTWARE","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"141","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2-48XLARGE-EVIDENCE","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"142","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-IDENTITY","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"143","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-PHYSICAL","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"144","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-COMPUTE","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"145","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-NUMERICS","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"146","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-MEMORY","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"147","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-INTERCONNECT","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"148","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-SPECIAL_ENGINES","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"149","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-SOFTWARE","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"150","数据/card-completeness.csv","append","card_completeness_id","COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-EVIDENCE","新增三实例各九域完整度，共 27 条；事实集合修复后重新评估。","proposed"
"151","数据/condition-sets.csv","append","condition_set_id","COND-AWS-TRN2-EFA-INSTANCE-INJECTION","新增实例级 EFA 注入带宽条件集；不记录或推定物理链路数量。","proposed"
"152","最小参考资料库/fact-assertions.csv","append","assertion_id","ASSERT-FACT-AWS-TRN2-3XL-CHIP-QTY-S07","新增 S07 Product details 表对 trn2.3xlarge 单颗 Trainium2 的精确断言。","proposed"
"153","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-2022-CAMBRICON-WAIC-MLU590","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"154","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-NVIDIA-H100-ARCH-WHITEPAPER-V1-04","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"155","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-NVIDIA-H100-DATASHEET-20240924","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"156","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-NVIDIA-H100-HOTCHIPS34-2022","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"157","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S01","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"158","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S02","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"159","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S03","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"160","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S04","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"161","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S05","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"162","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S06","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"163","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S07","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"164","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S08","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"165","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S09","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"166","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S10","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"167","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S11","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"168","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S12","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"169","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S13","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"170","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-AWS-TRN2-S14","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"171","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M1R2-CAMBRICON-MLU-OPS-COMMIT-67B3707F","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"172","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M2W2-TRN2CORR-S06","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"173","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M2W2-TRN2CORR-S07","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"174","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M2W2-TRN2CORR-S09","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"175","最小参考资料库/selection-members.csv","append","selection_member_id","SELMEM-M2W2-TRN2CORR-S10","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"176","最小参考资料库/selection-runs.csv","append","selection_run_id","SELRUN-M1-PILOTS-TRN2-CORRECTED-20260813","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"177","最小参考资料库/selection-runs.csv","append","selection_run_id","SELRUN-M2W2-TRN2INST-CORRECTED-20260813","重跑最小来源选择：三实例 41 条映射中 39 条可采纳事实为分母，S15 两条审计声明另列 rejected。","proposed"
"178","最小参考资料库/source-coverage.csv","append","coverage_id","COV-M2W2-TRN2CORR-S15-NOT-EQUIVALENT","记录 S15 两条质量审计声明与正向事实不等价，不进入最小集覆盖分母。","proposed"
"179","最小参考资料库/source-endpoints.csv","append","endpoint_id","END-AWS-TRN2-S07-SNAPSHOT-20260813","旧 S07 endpoint 降为非首选；新增 2026-08-13 固定快照为首选，保留载体哈希。","proposed"
"180","最小参考资料库/source-screening.csv","append","screening_id","SCREEN-M2W2-TRN2CORR-S06","同步修复后的来源独有贡献、筛选结论和最小集角色。","proposed"
"181","最小参考资料库/source-screening.csv","append","screening_id","SCREEN-M2W2-TRN2CORR-S07","同步修复后的来源独有贡献、筛选结论和最小集角色。","proposed"
"182","最小参考资料库/source-screening.csv","append","screening_id","SCREEN-M2W2-TRN2CORR-S09","同步修复后的来源独有贡献、筛选结论和最小集角色。","proposed"
"183","最小参考资料库/source-screening.csv","append","screening_id","SCREEN-M2W2-TRN2CORR-S10","同步修复后的来源独有贡献、筛选结论和最小集角色。","proposed"
"184","最小参考资料库/source-screening.csv","append","screening_id","SCREEN-M2W2-TRN2CORR-S15","同步修复后的来源独有贡献、筛选结论和最小集角色。","proposed"
"185","最小参考资料库/source-selected-roles.csv","append","source_selected_role_id","SROLE-M2W2-TRN2CORR-S06-CORE","同步修复后的来源独有贡献、筛选结论和最小集角色。","proposed"
"186","最小参考资料库/source-selected-roles.csv","append","source_selected_role_id","SROLE-M2W2-TRN2CORR-S07-CORE","同步修复后的来源独有贡献、筛选结论和最小集角色。","proposed"
"187","最小参考资料库/source-selected-roles.csv","append","source_selected_role_id","SROLE-M2W2-TRN2CORR-S09-STATUS","同步修复后的来源独有贡献、筛选结论和最小集角色。","proposed"
"188","最小参考资料库/source-selected-roles.csv","append","source_selected_role_id","SROLE-M2W2-TRN2CORR-S10-CONFLICT","同步修复后的来源独有贡献、筛选结论和最小集角色。","proposed"
"189","最小参考资料库/快照/AWS/Trainium2/2026-08-13/S07_ec2_trn2_product_2026-08-13.html","create","file_path","最小参考资料库/快照/AWS/Trainium2/2026-08-13/S07_ec2_trn2_product_2026-08-13.html","登记 S07 于 2026-08-13 复核的固定网页载体；source 语义版本不变","proposed"
"190","资料卡/AWS/实例/AWS_EC2_trn2.3xlarge_实例卡.md","create","file_path","资料卡/AWS/实例/AWS_EC2_trn2.3xlarge_实例卡.md","新增修复后的 trn2.3xlarge 实例卡","proposed"
"191","资料卡/AWS/实例/AWS_EC2_trn2.48xlarge_实例卡.md","create","file_path","资料卡/AWS/实例/AWS_EC2_trn2.48xlarge_实例卡.md","新增修复后的 trn2.48xlarge 实例卡","proposed"
"192","资料卡/AWS/实例/AWS_EC2_trn2u.48xlarge_实例卡.md","create","file_path","资料卡/AWS/实例/AWS_EC2_trn2u.48xlarge_实例卡.md","新增修复后的 trn2u.48xlarge 实例卡","proposed"
"193","资料卡/AWS/Trainium2_试填草稿.md","replace","file_path","资料卡/AWS/Trainium2_试填草稿.md","替换 M1 Trainium2 试填卡，移除 S10 污染与 UltraServer 3.2 错主体链","proposed"
"194","资料卡/AWS/架构/AWS_Trainium2_架构卡.md","replace","file_path","资料卡/AWS/架构/AWS_Trainium2_架构卡.md","同步正式架构卡的事实映射数量与 S10 历史边界","proposed"
"195","资料卡/AWS/实例/sources/card-fact-map.csv","create","file_path","资料卡/AWS/实例/sources/card-fact-map.csv","新增三实例 41 条事实映射（4/20/17）","proposed"
"196","资料卡/AWS/架构/sources/trainium2_existing_reuse_map.csv","create","file_path","资料卡/AWS/架构/sources/trainium2_existing_reuse_map.csv","新增修复后的 Trainium2 架构复用映射（107 行、106 个唯一事实）","proposed"
