"fact_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","normalized_value_text","normalized_value_number","normalized_unit","condition_set_id","fact_kind","evidence_state","resolution_state","valid_from","valid_to","confidence","confidence_reason","fact_fingerprint","review_status","notes"
"FACT-R1-GA100-REG-CAPACITY-PER-SM","","COMP-R1-GA100-REG","","","","","","FIELD-MEM-CAPACITY","","262144","byte","COND-R1-GA100-PER-SM-MEMORY","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","component|COMP-R1-GA100-REG|FIELD-MEM-CAPACITY||262144|byte|COND-R1-GA100-PER-SM-MEMORY","draft","Four 16,384 by 32-bit register-file groups total 256 KB per SM. The A100 108-SM aggregate is excluded."
"FACT-R1-GA100-L1SMEM-CAPACITY-PER-SM","","COMP-R1-GA100-L1SMEM","","","","","","FIELD-MEM-CAPACITY","","196608","byte","COND-R1-GA100-PER-SM-MEMORY","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","component|COMP-R1-GA100-L1SMEM|FIELD-MEM-CAPACITY||196608|byte|COND-R1-GA100-PER-SM-MEMORY","draft","One 192 KB combined L1 data cache and shared-memory physical capacity per SM. It is not added to the separate 164 KB maximum configurable shared allocation."
"FACT-R1-GA100-REG-INSTANCE-COUNT-PER-SM","","COMP-R1-GA100-REG","","","","","","FIELD-MEM-INSTANCE-COUNT","","4","count","COND-R1-GA100-PER-SM-MEMORY","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","component|COMP-R1-GA100-REG|FIELD-MEM-INSTANCE-COUNT||4|count|COND-R1-GA100-PER-SM-MEMORY","draft","Figure 7 shows four 16,384 by 32-bit register-file groups whose capacity sums to 256 KB per SM. This does not authorize bandwidth aggregation or a full-chip total."
"FACT-R1-GA100-REG-AGGREGATION","","COMP-R1-GA100-REG","","","","","","FIELD-MEM-AGGREGATION-VALIDITY","aggregate_capacity_only","","","COND-R1-GA100-PER-SM-MEMORY","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","component|COMP-R1-GA100-REG|FIELD-MEM-AGGREGATION-VALIDITY|aggregate_capacity_only|||COND-R1-GA100-PER-SM-MEMORY","draft","Figure 7 shows four 16,384 by 32-bit register-file groups whose capacity sums to 256 KB per SM. This does not authorize bandwidth aggregation or a full-chip total."
"FACT-R1-GA100-PCIE-PROTOCOL","","","LINK-R1-GA100-PCIE4-X16","","","","","FIELD-INT-PROTOCOL","PCI Express 4.0 x16 host interface","","","COND-R1-GA100-FULL-DIE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","link|LINK-R1-GA100-PCIE4-X16|FIELD-INT-PROTOCOL|PCI Express 4.0 x16 host interface|||COND-R1-GA100-FULL-DIE","draft","Direct Figure 6 interface label. No card form factor, lane throughput, or enabled-product topology is inferred."
"FACT-R1-GA100-AMPERE-NVLINK-FAULT","","","LINK-M2NA-AMPERE-NVLINK3","","","","","FIELD-INT-FAULT","NVLink 3 improves link-level error detection and recovery.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","link|LINK-M2NA-AMPERE-NVLINK3|FIELD-INT-FAULT|NVLink 3 improves link-level error detection and recovery.|||COND-NONE","draft","Architecture link scope only. It does not prove whole-chip RAS, physical link count, FEC mode, BER, lane topology, or product aggregate bandwidth."
"FACT-R1-GA100-SM-ISSUE","","COMP-R1-GA100-SM","","","","","","FIELD-COMP-ISSUE-WIDTH","","32","","COND-R1-GA100-SM-PROCESSING-BLOCK","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","component|COMP-R1-GA100-SM|FIELD-COMP-ISSUE-WIDTH||32||COND-R1-GA100-SM-PROCESSING-BLOCK","draft","Diagram label or structural organization only. No aggregate issue rate, scheduler RTL, or simultaneous-peak claim."
"FACT-R1-GA100-SM-SHARED","","COMP-R1-GA100-SM","","","","","","FIELD-COMP-SHARED-RESOURCE","Four processing blocks each combine warp scheduling, dispatch, register-file, FP32 and INT32 execution, Tensor Core, load-store, and special-function resources.","","","COND-R1-GA100-FULL-DIE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","component|COMP-R1-GA100-SM|FIELD-COMP-SHARED-RESOURCE|Four processing blocks each combine warp scheduling, dispatch, register-file, FP32 and INT32 execution, Tensor Core, load-store, and special-function resources.|||COND-R1-GA100-FULL-DIE","draft","Diagram label or structural organization only. No aggregate issue rate, scheduler RTL, or simultaneous-peak claim."
"FACT-R1-GA100-FP16-A","","","","","PPATH-R1-GA100-TENSOR-FP16-DENSE","","","FIELD-NUM-OPERAND-A","FP16","","","COND-R1-GA100-SM-FP16-DENSE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","precision_path|PPATH-R1-GA100-TENSOR-FP16-DENSE|FIELD-NUM-OPERAND-A|FP16|||COND-R1-GA100-SM-FP16-DENSE","draft","Implementation-specific dense per-SM path. FMA is not converted to FLOP and no clock frequency or full-chip peak is inferred."
"FACT-R1-GA100-FP16-B","","","","","PPATH-R1-GA100-TENSOR-FP16-DENSE","","","FIELD-NUM-OPERAND-B","FP16","","","COND-R1-GA100-SM-FP16-DENSE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","precision_path|PPATH-R1-GA100-TENSOR-FP16-DENSE|FIELD-NUM-OPERAND-B|FP16|||COND-R1-GA100-SM-FP16-DENSE","draft","Implementation-specific dense per-SM path. FMA is not converted to FLOP and no clock frequency or full-chip peak is inferred."
"FACT-R1-GA100-FP16-ACC","","","","","PPATH-R1-GA100-TENSOR-FP16-DENSE","","","FIELD-NUM-ACCUMULATION","FP32","","","COND-R1-GA100-SM-FP16-DENSE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","precision_path|PPATH-R1-GA100-TENSOR-FP16-DENSE|FIELD-NUM-ACCUMULATION|FP32|||COND-R1-GA100-SM-FP16-DENSE","draft","Implementation-specific dense per-SM path. FMA is not converted to FLOP and no clock frequency or full-chip peak is inferred."
"FACT-R1-GA100-FP16-FMA-PER-SM","","","","","PPATH-R1-GA100-TENSOR-FP16-DENSE","","","FIELD-COMP-THROUGHPUT","","1024","","COND-R1-GA100-SM-FP16-DENSE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","precision_path|PPATH-R1-GA100-TENSOR-FP16-DENSE|FIELD-COMP-THROUGHPUT||1024||COND-R1-GA100-SM-FP16-DENSE","draft","Implementation-specific dense per-SM path. FMA is not converted to FLOP and no clock frequency or full-chip peak is inferred."
"FACT-R1-GA100-FP16-COUNT-RULE","","","","","PPATH-R1-GA100-TENSOR-FP16-DENSE","","","FIELD-COMP-COUNT-RULE","vendor_label","","","COND-R1-GA100-SM-FP16-DENSE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","precision_path|PPATH-R1-GA100-TENSOR-FP16-DENSE|FIELD-COMP-COUNT-RULE|vendor_label|||COND-R1-GA100-SM-FP16-DENSE","draft","Implementation-specific dense per-SM path. FMA is not converted to FLOP and no clock frequency or full-chip peak is inferred."
"FACT-R1-GA100-OFA-LEVEL","","","","","","CAP-R1-GA100-OFA","","FIELD-CAP-IMPLEMENTATION-LEVEL","dedicated_physical_module","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","capability|CAP-R1-GA100-OFA|FIELD-CAP-IMPLEMENTATION-LEVEL|dedicated_physical_module|||COND-NONE","draft","No A100 five-NVDEC count, 1410 MHz throughput, stream count, NVJPG core count, NVENC, RT, or display absence is imported."
"FACT-R1-GA100-OFA-DETAIL","","","","","","CAP-R1-GA100-OFA","","FIELD-CAP-IMPLEMENTATION-DETAIL","Hardware optical-flow and stereo-disparity acceleration with tunable quality and performance.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","capability|CAP-R1-GA100-OFA|FIELD-CAP-IMPLEMENTATION-DETAIL|Hardware optical-flow and stereo-disparity acceleration with tunable quality and performance.|||COND-NONE","draft","No A100 five-NVDEC count, 1410 MHz throughput, stream count, NVJPG core count, NVENC, RT, or display absence is imported."
"FACT-R1-GA100-VIDEO-LEVEL","","","","","","CAP-R1-GA100-VIDEO-DECODE","","FIELD-CAP-IMPLEMENTATION-LEVEL","dedicated_physical_module","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","capability|CAP-R1-GA100-VIDEO-DECODE|FIELD-CAP-IMPLEMENTATION-LEVEL|dedicated_physical_module|||COND-NONE","draft","No A100 five-NVDEC count, 1410 MHz throughput, stream count, NVJPG core count, NVENC, RT, or display absence is imported."
"FACT-R1-GA100-VIDEO-DETAIL","","","","","","CAP-R1-GA100-VIDEO-DECODE","","FIELD-CAP-IMPLEMENTATION-DETAIL","Hardware decode supports H.264 8-bit 4:2:0, HEVC 8-bit or 10-bit or 12-bit 4:2:0 and 4:4:4, and VP9 8-bit or 10-bit or 12-bit 4:2:0.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct fixed-source statement.","capability|CAP-R1-GA100-VIDEO-DECODE|FIELD-CAP-IMPLEMENTATION-DETAIL|Hardware decode supports H.264 8-bit 4:2:0, HEVC 8-bit or 10-bit or 12-bit 4:2:0 and 4:4:4, and VP9 8-bit or 10-bit or 12-bit 4:2:0.|||COND-NONE","draft","No A100 five-NVDEC count, 1410 MHz throughput, stream count, NVJPG core count, NVENC, RT, or display absence is imported."
"FACT-R1-GA100-RAS-DPO","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-RAS-CAPABILITY","Dynamic page offlining for framebuffer uncorrectable errors through the NVIDIA driver.","","","COND-R1-GA100-RAS-DPO","direct_statement","single_source","provisional","","","medium","Direct GA100 support matrix and documented process, with external memory, driver, or reset dependencies retained in the condition.","object|OBJ-NVIDIA-GA100-DIE|FIELD-RAS-CAPABILITY|Dynamic page offlining for framebuffer uncorrectable errors through the NVIDIA driver.|||COND-R1-GA100-RAS-DPO","draft","The fact subject remains the GA100 object as required by the reliability field contract. Conditions preserve HBM, driver, InfoROM, application, and reset boundaries."
"FACT-R1-GA100-RAS-DETECTION","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-RAS-ERROR-DETECTION","The NVIDIA driver locates framebuffer uncorrectable errors before offlining the affected page.","","","COND-R1-GA100-RAS-DPO","direct_statement","single_source","provisional","","","medium","Direct GA100 support matrix and documented process, with external memory, driver, or reset dependencies retained in the condition.","object|OBJ-NVIDIA-GA100-DIE|FIELD-RAS-ERROR-DETECTION|The NVIDIA driver locates framebuffer uncorrectable errors before offlining the affected page.|||COND-R1-GA100-RAS-DPO","draft","The fact subject remains the GA100 object as required by the reliability field contract. Conditions preserve HBM, driver, InfoROM, application, and reset boundaries."
"FACT-R1-GA100-RAS-RECOVERY","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-RAS-RECOVERY","The affected application is terminated, the page is marked unusable, and page reclamation depends on the documented reset and recovery flow.","","","COND-R1-GA100-RAS-DPO","direct_statement","single_source","provisional","","","medium","Direct GA100 support matrix and documented process, with external memory, driver, or reset dependencies retained in the condition.","object|OBJ-NVIDIA-GA100-DIE|FIELD-RAS-RECOVERY|The affected application is terminated, the page is marked unusable, and page reclamation depends on the documented reset and recovery flow.|||COND-R1-GA100-RAS-DPO","draft","The fact subject remains the GA100 object as required by the reliability field contract. Conditions preserve HBM, driver, InfoROM, application, and reset boundaries."
"FACT-R1-GA100-RAS-ROW-REMAP","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-RAS-CORRECTION-REPLAY","Row remapping replaces a failing external HBM or DRAM row with a spare row after the documented driver, service, and reset workflow.","","","COND-R1-GA100-RAS-ROW-REMAP","direct_statement","single_source","provisional","","","medium","Direct GA100 support matrix and documented process, with external memory, driver, or reset dependencies retained in the condition.","object|OBJ-NVIDIA-GA100-DIE|FIELD-RAS-CORRECTION-REPLAY|Row remapping replaces a failing external HBM or DRAM row with a spare row after the documented driver, service, and reset workflow.|||COND-R1-GA100-RAS-ROW-REMAP","draft","The fact subject remains the GA100 object as required by the reliability field contract. Conditions preserve HBM, driver, InfoROM, application, and reset boundaries."
"FACT-R1-GA100-RAS-CONTAINMENT","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-RAS-FAULT-ISOLATION","Error containment isolates contained uncorrectable ECC errors, while rare uncontained uncorrectable errors remain possible.","","","COND-R1-GA100-RAS-CONTAINMENT","direct_statement","single_source","provisional","","","medium","Direct GA100 support matrix and documented process, with external memory, driver, or reset dependencies retained in the condition.","object|OBJ-NVIDIA-GA100-DIE|FIELD-RAS-FAULT-ISOLATION|Error containment isolates contained uncorrectable ECC errors, while rare uncontained uncorrectable errors remain possible.|||COND-R1-GA100-RAS-CONTAINMENT","draft","The fact subject remains the GA100 object as required by the reliability field contract. Conditions preserve HBM, driver, InfoROM, application, and reset boundaries."

